id_transakcji,id_klienta,data_transakcji,metoda_platnosci,status
T00001971,K000646,2023-01-08,Karta kredytowa,Zrealizowane
T00001972,K000812,2023-01-08,Przelew bankowy,Zrealizowane
T00001973,K000950,2023-01-08,Karta kredytowa,Zrealizowane
T00001974,K000199,2023-01-08,PayPal,Zrealizowane
T00001975,K000292,2023-01-08,PayPal,Zrealizowane
T00001976,K000648,2023-01-08,Karta kredytowa,Zrealizowane
T00001977,K000083,2023-01-08,Przelew bankowy,Zrealizowane
T00001978,K000266,2023-01-08,Karta kredytowa,Zrealizowane
T00001979,K000417,2023-01-08,PayPal,Zrealizowane
T00001980,K000997,2023-01-08,BLIK,Zrealizowane
T00001981,K000870,2023-01-08,Karta kredytowa,Zrealizowane
T00001982,K000731,2023-01-08,Karta kredytowa,Zrealizowane
T00001983,K000861,2023-01-08,PayPal,Zwrócone
T00001984,K000019,2023-01-08,Przelew bankowy,Zrealizowane
T00001985,K000530,2023-01-08,Karta kredytowa,Zrealizowane
T00001986,K000371,2023-01-08,Karta kredytowa,Zrealizowane
T00001987,K000691,2023-01-08,Przelew bankowy,Zrealizowane
T00001988,K000023,2023-01-08,Karta kredytowa,Zrealizowane
T00001989,K000385,2023-01-08,PayPal,W trakcie realizacji
T00001990,K000827,2023-01-08,Karta kredytowa,Zrealizowane
T00001991,K000756,2023-01-08,PayPal,W trakcie realizacji
T00001992,K000619,2023-01-08,PayPal,Zrealizowane
T00001993,K000643,2023-01-08,PayPal,W trakcie realizacji
T00001994,K000522,2023-01-08,Karta kredytowa,Zrealizowane
T00001995,K000379,2023-01-08,PayPal,Zrealizowane
T00001996,K000711,2023-01-08,Karta kredytowa,Zrealizowane
T00001997,K000817,2023-01-08,Karta kredytowa,W trakcie realizacji
T00001998,K000824,2023-01-08,Karta kredytowa,Zrealizowane
T00001999,K000090,2023-01-08,Karta kredytowa,Zrealizowane
T00002000,K000144,2023-01-08,BLIK,Zrealizowane
T00002001,K000807,2023-01-08,Przelew bankowy,Zrealizowane
T00002002,K000621,2023-01-08,BLIK,Zrealizowane
T00002003,K000864,2023-01-08,Karta kredytowa,Zrealizowane
T00002004,K000204,2023-01-08,PayPal,Anulowane
T00002005,K000556,2023-01-08,Karta kredytowa,Zrealizowane
T00002006,K000520,2023-01-08,Karta kredytowa,Zrealizowane
T00002007,K000392,2023-01-08,PayPal,Zrealizowane
T00002008,K000301,2023-01-08,PayPal,Zrealizowane
T00002009,K000907,2023-01-08,Karta kredytowa,Zrealizowane
T00002010,K000505,2023-01-08,Karta kredytowa,Zrealizowane
T00002011,K000865,2023-01-08,Karta kredytowa,Zrealizowane
T00002012,K000153,2023-01-08,Karta kredytowa,Zrealizowane
T00002013,K000529,2023-01-08,PayPal,Zrealizowane
T00002014,K000991,2023-01-08,Karta kredytowa,Zrealizowane
T00002015,K000339,2023-01-08,PayPal,Zrealizowane
T00002016,K000749,2023-01-08,PayPal,Zrealizowane
T00002017,K000512,2023-01-08,Karta kredytowa,Zrealizowane
T00002018,K000951,2023-01-08,Karta kredytowa,Zrealizowane
T00002019,K000335,2023-01-08,PayPal,Zrealizowane
T00002020,K000509,2023-01-08,Karta kredytowa,Anulowane
T00002021,K000056,2023-01-08,Przelew bankowy,Zwrócone
T00002022,K000556,2023-01-08,Karta kredytowa,Zrealizowane
T00002023,K000821,2023-01-08,BLIK,W trakcie realizacji
T00002024,K000753,2023-01-08,Karta kredytowa,Zrealizowane
T00002025,K000931,2023-01-08,Przelew bankowy,Zrealizowane
T00002026,K000551,2023-01-08,BLIK,Zrealizowane
T00002027,K000130,2023-01-08,BLIK,Zrealizowane
T00002028,K000098,2023-01-08,PayPal,Zrealizowane
T00002029,K000793,2023-01-08,Karta kredytowa,Zrealizowane
T00002030,K000422,2023-01-08,PayPal,Zrealizowane
T00002031,K000964,2023-01-08,Karta kredytowa,Zrealizowane
T00002032,K000080,2023-01-08,Przelew bankowy,Zrealizowane
T00002033,K000288,2023-01-08,Przelew bankowy,Zrealizowane
T00002034,K000847,2023-01-08,Przelew bankowy,Zrealizowane
T00002035,K000746,2023-01-08,PayPal,Zrealizowane
T00002036,K000846,2023-01-08,PayPal,Zrealizowane
T00002037,K000169,2023-01-08,Karta kredytowa,Anulowane
T00002038,K000079,2023-01-08,PayPal,Zwrócone
T00002039,K000071,2023-01-08,PayPal,Zrealizowane
T00002040,K000263,2023-01-08,PayPal,Zrealizowane
T00002041,K000712,2023-01-08,BLIK,W trakcie realizacji
T00002042,K000723,2023-01-08,Przelew bankowy,Zrealizowane
T00002043,K000530,2023-01-08,PayPal,Zrealizowane
T00002044,K000785,2023-01-08,Karta kredytowa,Zrealizowane
T00002045,K000210,2023-01-08,PayPal,Zrealizowane
T00002046,K000979,2023-01-08,Karta kredytowa,Zrealizowane
T00002047,K000117,2023-01-08,Karta kredytowa,Zrealizowane
T00002048,K000616,2023-01-08,PayPal,Zrealizowane
T00002049,K000077,2023-01-08,PayPal,Zrealizowane
T00002050,K000315,2023-01-08,Płatność przy odbiorze,Zwrócone
T00002051,K000011,2023-01-08,PayPal,Zrealizowane
T00002052,K000893,2023-01-08,Płatność przy odbiorze,Zrealizowane
T00002053,K000051,2023-01-08,Karta kredytowa,Zrealizowane
T00002054,K000007,2023-01-08,PayPal,Zrealizowane
T00002055,K000923,2023-01-08,Płatność przy odbiorze,Zrealizowane
T00002056,K000955,2023-01-08,PayPal,Zrealizowane
T00002057,K000549,2023-01-08,PayPal,Zwrócone
T00002058,K000261,2023-01-08,PayPal,Zrealizowane
T00002059,K000574,2023-01-08,BLIK,Zrealizowane
T00002060,K000512,2023-01-08,BLIK,Zrealizowane
T00002061,K000200,2023-01-08,PayPal,Anulowane
T00002062,K000330,2023-01-08,Przelew bankowy,Zrealizowane
T00002063,K000997,2023-01-08,BLIK,Zrealizowane
T00002064,K000090,2023-01-08,Karta kredytowa,Zrealizowane
T00002065,K000591,2023-01-08,PayPal,Zrealizowane
T00002066,K000055,2023-01-08,Płatność przy odbiorze,Zrealizowane
T00002067,K000912,2023-01-08,Karta kredytowa,Zwrócone
T00002068,K000221,2023-01-08,PayPal,Zrealizowane
T00002069,K000092,2023-01-08,PayPal,Zrealizowane
T00002070,K000586,2023-01-08,Karta kredytowa,Zrealizowane
T00002071,K000056,2023-01-08,BLIK,Zrealizowane
T00002072,K000744,2023-01-08,PayPal,Zrealizowane
T00002073,K000179,2023-01-08,PayPal,Zrealizowane
T00002074,K000964,2023-01-08,PayPal,Zrealizowane
T00002075,K000942,2023-01-08,PayPal,Zrealizowane
T00002076,K000061,2023-01-08,Karta kredytowa,Zrealizowane
T00002077,K000872,2023-01-08,PayPal,W trakcie realizacji
T00002078,K000117,2023-01-08,Karta kredytowa,Zrealizowane
T00002079,K000590,2023-01-08,PayPal,Zrealizowane
T00002080,K000236,2023-01-08,Karta kredytowa,Zrealizowane
T00002081,K000033,2023-01-08,BLIK,Anulowane
T00002082,K000567,2023-01-08,PayPal,Zrealizowane
T00002083,K000243,2023-01-08,Karta kredytowa,Zrealizowane
T00002084,K000786,2023-01-08,Przelew bankowy,Zrealizowane
T00002085,K000908,2023-01-08,Karta kredytowa,Zrealizowane
T00002086,K000074,2023-01-08,PayPal,Zrealizowane
T00002087,K000021,2023-01-08,Przelew bankowy,Anulowane
T00002088,K000865,2023-01-08,Karta kredytowa,Zrealizowane
T00002089,K000974,2023-01-08,Karta kredytowa,Zrealizowane
T00002090,K000713,2023-01-08,Karta kredytowa,Zrealizowane
T00002091,K000154,2023-01-08,Płatność przy odbiorze,Zrealizowane
T00002092,K000254,2023-01-08,Przelew bankowy,W trakcie realizacji
T00002093,K000207,2023-01-08,Karta kredytowa,Zrealizowane
T00002094,K000149,2023-01-08,Karta kredytowa,Zrealizowane
T00002095,K000918,2023-01-08,PayPal,Zrealizowane
T00002096,K000695,2023-01-08,PayPal,Zrealizowane
T00002097,K000302,2023-01-08,Karta kredytowa,W trakcie realizacji
T00002098,K000297,2023-01-08,Karta kredytowa,Zrealizowane
T00002099,K000491,2023-01-08,Przelew bankowy,Zrealizowane
T00002100,K000773,2023-01-08,BLIK,Zrealizowane
T00002101,K000044,2023-01-08,Karta kredytowa,Zrealizowane
T00002102,K000144,2023-01-08,Karta kredytowa,Zrealizowane
T00002103,K000244,2023-01-08,Karta kredytowa,Zrealizowane
T00002104,K000419,2023-01-08,PayPal,Zrealizowane
T00002105,K000517,2023-01-08,Karta kredytowa,Zrealizowane
T00002106,K000062,2023-01-08,Karta kredytowa,Zrealizowane
T00002107,K000858,2023-01-08,PayPal,Zrealizowane
T00002108,K000538,2023-01-08,Karta kredytowa,Zrealizowane
T00002109,K000317,2023-01-08,Karta kredytowa,Zrealizowane
T00002110,K000435,2023-01-08,PayPal,Zrealizowane
T00002111,K000837,2023-01-08,PayPal,Anulowane
T00002112,K000696,2023-01-08,BLIK,Zrealizowane
T00002113,K000818,2023-01-08,Karta kredytowa,Zrealizowane
T00002114,K000381,2023-01-08,Karta kredytowa,Zrealizowane
T00002115,K000036,2023-01-08,Karta kredytowa,Zrealizowane
T00002116,K000920,2023-01-08,Przelew bankowy,Zrealizowane
T00002117,K000975,2023-01-08,Karta kredytowa,Zrealizowane
T00002118,K000542,2023-01-08,Karta kredytowa,Zrealizowane
T00002119,K000581,2023-01-08,Karta kredytowa,Zrealizowane
T00002120,K000232,2023-01-08,Płatność przy odbiorze,Zrealizowane
T00002121,K000688,2023-01-08,Płatność przy odbiorze,Zrealizowane
T00002122,K000790,2023-01-08,PayPal,W trakcie realizacji
T00002123,K000033,2023-01-08,Karta kredytowa,Zrealizowane
T00002124,K000581,2023-01-08,Przelew bankowy,Zrealizowane
T00002125,K000352,2023-01-08,PayPal,Zrealizowane
T00002126,K000255,2023-01-08,Przelew bankowy,Zrealizowane
T00002127,K000050,2023-01-08,BLIK,W trakcie realizacji
T00002128,K000023,2023-01-08,Karta kredytowa,Zrealizowane
T00002129,K000254,2023-01-08,BLIK,Zrealizowane
T00002130,K000394,2023-01-08,BLIK,Zrealizowane
T00002131,K000676,2023-01-08,PayPal,Zrealizowane
T00002132,K000882,2023-01-08,PayPal,Zrealizowane
T00002133,K000273,2023-01-08,PayPal,Zrealizowane
T00002134,K000693,2023-01-08,PayPal,Zrealizowane
T00002135,K000859,2023-01-08,PayPal,Zrealizowane
T00002136,K000250,2023-01-08,Karta kredytowa,Zrealizowane
T00002137,K000237,2023-01-08,Karta kredytowa,Zrealizowane
T00002138,K000904,2023-01-08,PayPal,Zrealizowane
T00002139,K000232,2023-01-08,Płatność przy odbiorze,Zrealizowane
T00002140,K000428,2023-01-08,Karta kredytowa,Zrealizowane
T00002141,K000957,2023-01-08,Karta kredytowa,Zrealizowane
T00002142,K000634,2023-01-08,BLIK,Zrealizowane
T00002143,K000242,2023-01-08,Karta kredytowa,Zrealizowane
T00002144,K000134,2023-01-08,Płatność przy odbiorze,Zrealizowane
T00002145,K000071,2023-01-08,PayPal,Zrealizowane
T00002146,K000858,2023-01-08,BLIK,Zrealizowane
T00002147,K000465,2023-01-08,BLIK,Zrealizowane
T00002148,K000421,2023-01-08,Przelew bankowy,Zrealizowane
T00002149,K000310,2023-01-08,Karta kredytowa,Zwrócone
T00002150,K000279,2023-01-08,PayPal,Zrealizowane
T00002151,K000219,2023-01-08,Karta kredytowa,Zrealizowane
T00002152,K000697,2023-01-08,BLIK,Zrealizowane
T00002153,K000307,2023-01-08,PayPal,Zrealizowane
T00002154,K001000,2023-01-08,Karta kredytowa,Zrealizowane
T00002155,K000314,2023-01-08,Karta kredytowa,Anulowane
T00002156,K000403,2023-01-08,Karta kredytowa,W trakcie realizacji
T00002157,K000923,2023-01-08,Przelew bankowy,Zrealizowane
T00002158,K000729,2023-01-08,PayPal,Zrealizowane
T00002159,K000488,2023-01-08,Karta kredytowa,Zrealizowane
T00002160,K000793,2023-01-08,PayPal,Zwrócone
T00002161,K000405,2023-01-08,Karta kredytowa,Zrealizowane
T00002162,K000379,2023-01-08,Karta kredytowa,Zrealizowane
T00002163,K000281,2023-01-08,Karta kredytowa,Zrealizowane
T00002164,K000637,2023-01-08,BLIK,Zrealizowane
T00002165,K000691,2023-01-08,Karta kredytowa,W trakcie realizacji
T00002166,K000327,2023-01-08,PayPal,Zrealizowane
T00002167,K000035,2023-01-08,PayPal,Zrealizowane
T00002168,K000070,2023-01-08,PayPal,Zrealizowane
T00002169,K000360,2023-01-08,Karta kredytowa,Zrealizowane
T00002170,K000690,2023-01-08,Karta kredytowa,Zrealizowane
T00002171,K000911,2023-01-08,Karta kredytowa,Zrealizowane
T00002172,K000408,2023-01-08,Karta kredytowa,W trakcie realizacji
T00002173,K000561,2023-01-08,PayPal,Zrealizowane
T00002174,K000580,2023-01-08,Karta kredytowa,Zrealizowane
T00002175,K000519,2023-01-08,PayPal,Zrealizowane
T00002176,K000606,2023-01-08,Karta kredytowa,Zrealizowane
T00002177,K000384,2023-01-08,PayPal,Zrealizowane
T00002178,K000081,2023-01-08,BLIK,Zrealizowane
T00002179,K000438,2023-01-08,Karta kredytowa,Zrealizowane
T00002180,K000250,2023-01-08,Karta kredytowa,Zrealizowane
T00002181,K000038,2023-01-08,Karta kredytowa,Anulowane
T00002182,K000862,2023-01-08,Karta kredytowa,Zrealizowane
T00002183,K000045,2023-01-08,Karta kredytowa,Zrealizowane
T00002184,K000359,2023-01-08,Karta kredytowa,Zwrócone
T00002185,K000137,2023-01-08,BLIK,Zrealizowane
T00002186,K000823,2023-01-08,Przelew bankowy,Zrealizowane
T00002187,K000979,2023-01-08,Płatność przy odbiorze,Anulowane
T00002188,K000820,2023-01-08,PayPal,Anulowane
T00002189,K000461,2023-01-08,BLIK,Zrealizowane
T00002190,K000367,2023-01-08,BLIK,Zwrócone
T00002191,K000305,2023-01-09,BLIK,Zrealizowane
T00002192,K000229,2023-01-09,Karta kredytowa,Zrealizowane
T00002193,K000183,2023-01-09,PayPal,Zwrócone
T00002194,K000467,2023-01-09,PayPal,Zrealizowane
T00002195,K000838,2023-01-09,PayPal,Zrealizowane
T00002196,K000204,2023-01-09,PayPal,Zrealizowane
T00002197,K000975,2023-01-09,Przelew bankowy,Zrealizowane
T00002198,K000623,2023-01-09,Płatność przy odbiorze,Anulowane
T00002199,K000899,2023-01-09,BLIK,Zrealizowane
T00002200,K000068,2023-01-09,BLIK,Zrealizowane
T00002201,K000869,2023-01-09,PayPal,Zrealizowane
T00002202,K000550,2023-01-09,PayPal,Zrealizowane
T00002203,K000710,2023-01-09,PayPal,Zrealizowane
T00002204,K000305,2023-01-09,Karta kredytowa,W trakcie realizacji
T00002205,K000604,2023-01-09,BLIK,Zrealizowane
T00002206,K000776,2023-01-09,BLIK,Zrealizowane
T00002207,K000755,2023-01-09,PayPal,Zrealizowane
T00002208,K000628,2023-01-09,BLIK,Zrealizowane
T00002209,K000095,2023-01-09,Karta kredytowa,W trakcie realizacji
T00002210,K000725,2023-01-09,PayPal,Zrealizowane
T00002211,K000246,2023-01-09,BLIK,Zrealizowane
T00002212,K000685,2023-01-09,Karta kredytowa,Anulowane
T00002213,K000797,2023-01-09,Karta kredytowa,Zrealizowane
T00002214,K000079,2023-01-09,Karta kredytowa,Zrealizowane
T00002215,K000433,2023-01-09,Karta kredytowa,Anulowane
T00002216,K000280,2023-01-09,Karta kredytowa,Zrealizowane
T00002217,K000661,2023-01-09,Karta kredytowa,Zrealizowane
T00002218,K000369,2023-01-09,BLIK,Anulowane
T00002219,K000279,2023-01-09,BLIK,Zrealizowane
T00002220,K000351,2023-01-09,PayPal,Zrealizowane
T00002221,K000226,2023-01-09,Przelew bankowy,Zrealizowane
T00002222,K000924,2023-01-09,Karta kredytowa,Zrealizowane
T00002223,K000928,2023-01-09,Przelew bankowy,Zrealizowane
T00002224,K000406,2023-01-09,PayPal,Zrealizowane
T00002225,K000446,2023-01-09,Przelew bankowy,Zrealizowane
T00002226,K000323,2023-01-09,PayPal,Zrealizowane
T00002227,K000630,2023-01-09,Karta kredytowa,Zrealizowane
T00002228,K000073,2023-01-09,BLIK,Zrealizowane
T00002229,K000518,2023-01-09,PayPal,Zrealizowane
T00002230,K000321,2023-01-09,Przelew bankowy,Zrealizowane
T00002231,K000022,2023-01-09,Karta kredytowa,Zrealizowane
T00002232,K000179,2023-01-09,PayPal,Zrealizowane
T00002233,K000708,2023-01-09,Karta kredytowa,Zrealizowane
T00002234,K000109,2023-01-09,BLIK,Anulowane
T00002235,K000372,2023-01-09,BLIK,Zrealizowane
T00002236,K000697,2023-01-09,Karta kredytowa,Zrealizowane
T00002237,K000456,2023-01-09,Przelew bankowy,Zrealizowane
T00002238,K000567,2023-01-09,Karta kredytowa,Zrealizowane
T00002239,K000229,2023-01-09,BLIK,Zrealizowane
T00002240,K000938,2023-01-09,Karta kredytowa,Zrealizowane
T00002241,K000948,2023-01-09,Karta kredytowa,Zrealizowane
T00002242,K000957,2023-01-09,Karta kredytowa,Zrealizowane
T00002243,K000531,2023-01-09,Przelew bankowy,Zrealizowane
T00002244,K000364,2023-01-09,Karta kredytowa,Zrealizowane
T00002245,K000897,2023-01-09,PayPal,Zrealizowane
T00002246,K000425,2023-01-09,PayPal,Zrealizowane
T00002247,K000959,2023-01-09,PayPal,Zrealizowane
T00002248,K000216,2023-01-09,PayPal,W trakcie realizacji
T00002249,K000048,2023-01-09,Karta kredytowa,Zrealizowane
T00002250,K000465,2023-01-09,BLIK,Anulowane
T00002251,K000672,2023-01-09,Karta kredytowa,Zrealizowane
T00002252,K000946,2023-01-09,BLIK,Zrealizowane
T00002253,K000910,2023-01-09,PayPal,Zrealizowane
T00002254,K000273,2023-01-09,PayPal,Zrealizowane
T00002255,K000608,2023-01-09,Karta kredytowa,Zrealizowane
T00002256,K000993,2023-01-09,Karta kredytowa,Zrealizowane
T00002257,K000030,2023-01-09,PayPal,Zwrócone
T00002258,K000633,2023-01-09,Karta kredytowa,Zrealizowane
T00002259,K000879,2023-01-09,PayPal,Zrealizowane
T00002260,K000947,2023-01-09,PayPal,Zwrócone
T00002261,K000866,2023-01-09,Karta kredytowa,Zrealizowane
T00002262,K000988,2023-01-09,Karta kredytowa,Zrealizowane
T00002263,K000190,2023-01-09,Płatność przy odbiorze,Zrealizowane
T00002264,K000152,2023-01-09,PayPal,Zwrócone
T00002265,K000376,2023-01-09,BLIK,Zwrócone
T00002266,K000255,2023-01-09,Karta kredytowa,Zrealizowane
T00002267,K000703,2023-01-09,Karta kredytowa,Zrealizowane
T00002268,K000654,2023-01-09,PayPal,Zrealizowane
T00002269,K000758,2023-01-09,BLIK,W trakcie realizacji
T00002270,K000034,2023-01-09,PayPal,Zrealizowane
T00002271,K000187,2023-01-09,PayPal,Zrealizowane
T00002272,K000879,2023-01-09,Karta kredytowa,Zrealizowane
T00002273,K000449,2023-01-09,Płatność przy odbiorze,Zrealizowane
T00002274,K000086,2023-01-09,PayPal,Zrealizowane
T00002275,K000673,2023-01-09,Karta kredytowa,Zrealizowane
T00002276,K000876,2023-01-09,PayPal,Zwrócone
T00002277,K000118,2023-01-09,Karta kredytowa,Zrealizowane
T00002278,K000623,2023-01-09,PayPal,Zrealizowane
T00002279,K000058,2023-01-09,Przelew bankowy,Zrealizowane
T00002280,K000018,2023-01-09,Karta kredytowa,Zrealizowane
T00002281,K000879,2023-01-09,Karta kredytowa,Zrealizowane
T00002282,K000871,2023-01-09,PayPal,Zrealizowane
T00002283,K000140,2023-01-09,PayPal,Zrealizowane
T00002284,K000458,2023-01-09,PayPal,Zrealizowane
T00002285,K000706,2023-01-09,PayPal,Zrealizowane
T00002286,K000642,2023-01-09,Karta kredytowa,Zrealizowane
T00002287,K000966,2023-01-09,PayPal,Zrealizowane
T00002288,K000212,2023-01-09,Płatność przy odbiorze,Zrealizowane
T00002289,K000486,2023-01-09,Przelew bankowy,Zrealizowane
T00002290,K000796,2023-01-09,Karta kredytowa,Zrealizowane
T00002291,K000120,2023-01-09,PayPal,Zwrócone
T00002292,K000891,2023-01-09,Karta kredytowa,Zrealizowane
T00002293,K000554,2023-01-09,Karta kredytowa,Zrealizowane
T00002294,K000003,2023-01-09,Przelew bankowy,Zrealizowane
T00002295,K000944,2023-01-09,Karta kredytowa,Zrealizowane
T00002296,K000229,2023-01-09,BLIK,W trakcie realizacji
T00002297,K000229,2023-01-09,Karta kredytowa,Zrealizowane
T00002298,K000985,2023-01-09,Przelew bankowy,Zrealizowane
T00002299,K000343,2023-01-09,Karta kredytowa,Zrealizowane
T00002300,K000141,2023-01-09,PayPal,Zwrócone
T00002301,K000057,2023-01-09,Karta kredytowa,Zrealizowane
T00002302,K000216,2023-01-09,Karta kredytowa,Zrealizowane
T00002303,K000643,2023-01-09,BLIK,Zrealizowane
T00002304,K000114,2023-01-09,BLIK,Zrealizowane
T00002305,K000703,2023-01-09,BLIK,Zrealizowane
T00002306,K000755,2023-01-09,Karta kredytowa,Zrealizowane
T00002307,K000294,2023-01-09,Przelew bankowy,Zrealizowane
T00002308,K000827,2023-01-09,BLIK,W trakcie realizacji
T00002309,K000028,2023-01-09,Karta kredytowa,Zrealizowane
T00002310,K000538,2023-01-09,PayPal,Zrealizowane
T00002311,K000596,2023-01-09,PayPal,Zrealizowane
T00002312,K000859,2023-01-09,PayPal,Zrealizowane
T00002313,K000321,2023-01-09,BLIK,Zrealizowane
T00002314,K000842,2023-01-09,PayPal,Zrealizowane
T00002315,K000714,2023-01-09,Karta kredytowa,Zrealizowane
T00002316,K000573,2023-01-09,Karta kredytowa,Zrealizowane
T00002317,K000697,2023-01-09,PayPal,Zrealizowane
T00002318,K000758,2023-01-09,Karta kredytowa,Zrealizowane
T00002319,K000513,2023-01-09,Karta kredytowa,Zrealizowane
T00002320,K000928,2023-01-09,PayPal,Zrealizowane
T00002321,K000755,2023-01-09,PayPal,Zrealizowane
T00002322,K000032,2023-01-09,Karta kredytowa,Zrealizowane
T00002323,K000747,2023-01-09,Płatność przy odbiorze,Zrealizowane
T00002324,K000411,2023-01-09,Przelew bankowy,Anulowane
T00002325,K000397,2023-01-09,PayPal,Zrealizowane
T00002326,K000017,2023-01-09,Przelew bankowy,Zrealizowane
T00002327,K000924,2023-01-09,PayPal,Zrealizowane
T00002328,K000601,2023-01-09,PayPal,Zrealizowane
T00002329,K000052,2023-01-09,BLIK,Anulowane
T00002330,K000370,2023-01-09,Karta kredytowa,Zrealizowane
T00002331,K000164,2023-01-09,BLIK,Zrealizowane
T00002332,K000303,2023-01-09,PayPal,Zrealizowane
T00002333,K000450,2023-01-09,PayPal,Zrealizowane
T00002334,K000928,2023-01-09,Karta kredytowa,Zrealizowane
T00002335,K000544,2023-01-09,PayPal,Zrealizowane
T00002336,K000710,2023-01-09,PayPal,Zrealizowane
T00002337,K000502,2023-01-09,Karta kredytowa,Zrealizowane
T00002338,K000351,2023-01-09,PayPal,W trakcie realizacji
T00002339,K000379,2023-01-09,PayPal,Zrealizowane
T00002340,K000439,2023-01-09,Przelew bankowy,Zrealizowane
T00002341,K000201,2023-01-09,PayPal,Zrealizowane
T00002342,K000107,2023-01-09,PayPal,Zrealizowane
T00002343,K000505,2023-01-09,PayPal,Zrealizowane
T00002344,K000384,2023-01-09,PayPal,Zrealizowane
T00002345,K000848,2023-01-09,BLIK,Zrealizowane
T00002346,K000857,2023-01-09,Karta kredytowa,Anulowane
T00002347,K000296,2023-01-09,Karta kredytowa,Zrealizowane
T00002348,K000028,2023-01-09,PayPal,Zrealizowane
T00002349,K000337,2023-01-09,PayPal,Zrealizowane
T00002350,K000287,2023-01-09,BLIK,Zrealizowane
T00002351,K000631,2023-01-09,Karta kredytowa,Zrealizowane
T00002352,K000343,2023-01-09,PayPal,Zrealizowane
T00002353,K000031,2023-01-09,Karta kredytowa,Zrealizowane
T00002354,K000666,2023-01-09,PayPal,Zrealizowane
T00002355,K000772,2023-01-09,Przelew bankowy,Zrealizowane
T00002356,K000487,2023-01-09,BLIK,Zwrócone
T00002357,K000619,2023-01-09,BLIK,Zrealizowane
T00002358,K000251,2023-01-09,PayPal,Zrealizowane
T00002359,K000363,2023-01-09,PayPal,Zrealizowane
T00002360,K000107,2023-01-09,PayPal,Zrealizowane
T00002361,K000506,2023-01-09,PayPal,Zrealizowane
T00002362,K000442,2023-01-09,BLIK,Zrealizowane
T00002363,K000117,2023-01-09,Karta kredytowa,Zrealizowane
T00002364,K000245,2023-01-09,PayPal,Zwrócone
T00002365,K000079,2023-01-09,PayPal,Zrealizowane
T00002366,K000741,2023-01-09,Przelew bankowy,Anulowane
T00002367,K000486,2023-01-09,Przelew bankowy,Zrealizowane
T00002368,K000023,2023-01-09,Karta kredytowa,Zrealizowane
T00002369,K000197,2023-01-09,Karta kredytowa,Zrealizowane
T00002370,K000361,2023-01-09,BLIK,Zrealizowane
T00002371,K000700,2023-01-09,Karta kredytowa,Zrealizowane
T00002372,K000427,2023-01-09,Karta kredytowa,Zrealizowane
T00002373,K000217,2023-01-09,Karta kredytowa,Zrealizowane
T00002374,K000990,2023-01-09,Płatność przy odbiorze,Anulowane
T00002375,K000759,2023-01-09,Karta kredytowa,Zrealizowane
T00002376,K000666,2023-01-09,PayPal,Zrealizowane
T00002377,K000707,2023-01-09,Przelew bankowy,Zrealizowane
T00002378,K000628,2023-01-09,PayPal,Zrealizowane
T00002379,K000196,2023-01-09,Karta kredytowa,Anulowane
T00002380,K000567,2023-01-09,PayPal,Zrealizowane
T00002381,K000687,2023-01-09,BLIK,Zrealizowane
T00002382,K000978,2023-01-09,PayPal,Zrealizowane
T00002383,K000443,2023-01-09,Karta kredytowa,Zrealizowane
T00002384,K000997,2023-01-09,Karta kredytowa,Zrealizowane
T00002385,K000459,2023-01-09,Karta kredytowa,Zrealizowane
T00002386,K000459,2023-01-09,Karta kredytowa,Zrealizowane
T00002387,K000484,2023-01-09,PayPal,Zrealizowane
T00002388,K000144,2023-01-09,Karta kredytowa,Zwrócone
T00002389,K000314,2023-01-09,BLIK,Zrealizowane
T00002390,K000875,2023-01-09,PayPal,Zrealizowane
T00002391,K000729,2023-01-09,PayPal,Zrealizowane
T00002392,K000257,2023-01-09,PayPal,W trakcie realizacji
T00002393,K000639,2023-01-09,Karta kredytowa,Zwrócone
T00002394,K000474,2023-01-09,Przelew bankowy,Zrealizowane
T00002395,K000685,2023-01-09,Karta kredytowa,Zrealizowane
T00002396,K000606,2023-01-09,PayPal,Zrealizowane
T00002397,K000499,2023-01-09,PayPal,Zrealizowane
T00002398,K000902,2023-01-09,Karta kredytowa,Zwrócone
T00002399,K000219,2023-01-09,Karta kredytowa,Zrealizowane
T00002400,K000564,2023-01-09,Karta kredytowa,Zrealizowane
T00002401,K000531,2023-01-09,Przelew bankowy,Zrealizowane
T00002402,K000358,2023-01-09,Karta kredytowa,Zrealizowane
T00002403,K000237,2023-01-09,BLIK,Zrealizowane
T00002404,K000683,2023-01-09,PayPal,Zwrócone
T00002405,K000275,2023-01-09,Karta kredytowa,Zrealizowane
T00002406,K000807,2023-01-09,BLIK,Zrealizowane
T00002407,K000876,2023-01-09,BLIK,Zrealizowane
T00002408,K000672,2023-01-09,Karta kredytowa,Zrealizowane
T00002409,K000752,2023-01-09,Karta kredytowa,Zrealizowane
T00002410,K000577,2023-01-09,Przelew bankowy,Zrealizowane
T00002411,K000217,2023-01-09,Płatność przy odbiorze,Zrealizowane
T00002412,K000559,2023-01-09,BLIK,Zrealizowane
T00002413,K000397,2023-01-09,Karta kredytowa,Zrealizowane
T00002414,K000074,2023-01-09,PayPal,Zrealizowane
T00002415,K000978,2023-01-09,PayPal,Zrealizowane
T00002416,K000676,2023-01-09,PayPal,Zrealizowane
T00002417,K000982,2023-01-09,PayPal,Zrealizowane
T00002418,K000710,2023-01-09,Karta kredytowa,Zrealizowane
