transaction_id,date,category,product,base_price,discount_pct,final_price,quantity,total_amount,region,store,customer_type,has_discount
TX-1967,2023-09-21,HOME,LAMP,241.92,5,229.82,8,1838.56,EAST,STORE 1,LOYAL,1
TX-1968,2023-12-22,BEAUTY,MAKEUP,17.06,0,17.06,7,119.42,NORTH,STORE 3,VIP,0
TX-1969,2023-07-20,CLOTHING,SHOES,675.45,15,574.1300000000001,10,5741.3,SOUTH,STORE 1,RETURNING,1
TX-1970,2022-03-08,CLOTHING,DRESS,934.23,15,794.1,4,3176.4,EAST,STORE 2,NEW,1
TX-1971,2023-11-26,BEAUTY,NAILCARE,260.39,15,221.33,9,1991.97,WEST,STORE 1,VIP,1
TX-1972,2023-11-21,ELECTRONICS,TABLET,438.22,5,416.31,7,2914.17,EAST,STORE 1,VIP,1
TX-1973,2023-01-06,BEAUTY,PERFUME,884.96,10,796.46,4,3185.84,NORTH,STORE 3,VIP,1
TX-1974,2023-04-05,HOME,SOFA,397.94,15,338.25,6,2029.5,NORTH,STORE 5,NEW,1
TX-1975,2022-08-20,FOOD,BREAD,917.83,0,917.83,4,3671.32,SOUTH,STORE 3,LOYAL,0
TX-1976,2023-10-04,ELECTRONICS,LAPTOP,485.17,0,485.17,1,485.17,EAST,STORE 3,RETURNING,0
TX-1977,2023-04-30,CLOTHING,DRESS,834.19,20,667.35,6,4004.1,SOUTH,STORE 1,VIP,1
TX-1978,2022-04-08,FOOD,FRUIT,133.58,20,106.86,1,106.86,NORTH,STORE 4,LOYAL,1
TX-1979,2023-12-12,ELECTRONICS,SMARTPHONE,71.38,0,71.38,8,571.04,NORTH,STORE 3,VIP,0
TX-1980,2022-04-15,ELECTRONICS,CAMERA,61.68,0,61.68,7,431.76,WEST,STORE 1,VIP,0
TX-1981,2023-09-06,BEAUTY,PERFUME,458.88,0,458.88,8,3671.04,WEST,STORE 5,NEW,0
TX-1982,2023-10-29,ELECTRONICS,HEADPHONES,522.04,0,522.04,10,5220.4,SOUTH,STORE 1,NEW,0
TX-1983,2023-09-02,ELECTRONICS,CAMERA,791.52,0,791.52,4,3166.08,SOUTH,STORE 5,LOYAL,0
TX-1984,2023-03-08,FOOD,FRUIT,450.18,0,450.18,4,1800.72,SOUTH,STORE 1,NEW,0
TX-1985,2022-11-16,BEAUTY,HAIRCARE,517.99,0,517.99,6,3107.94,EAST,STORE 5,RETURNING,0
TX-1986,2023-04-26,HOME,CHAIR,349.47,0,349.47,6,2096.82,NORTH,STORE 5,RETURNING,0
TX-1987,2022-09-01,BEAUTY,NAILCARE,860.12,15,731.1,7,5117.7,EAST,STORE 2,RETURNING,1
TX-1988,2022-07-26,ELECTRONICS,TABLET,197.46,20,157.97,8,1263.76,WEST,STORE 5,LOYAL,1
TX-1989,2023-08-16,BEAUTY,SKINCARE,619.94,5,588.94,7,4122.58,EAST,STORE 2,NEW,1
TX-1990,2022-02-13,FOOD,MILK,920.75,0,920.75,4,3683.0,SOUTH,STORE 4,RETURNING,0
TX-1991,2023-05-08,HOME,DESK,213.26,0,213.26,3,639.78,NORTH,STORE 3,NEW,0
TX-1992,2023-01-02,ELECTRONICS,CAMERA,124.04,0,124.04,5,620.2,WEST,STORE 2,LOYAL,0
TX-1993,2022-01-31,CLOTHING,JEANS,291.26,20,233.01,4,932.04,EAST,STORE 2,LOYAL,1
TX-1994,2023-07-22,CLOTHING,JEANS,204.03,20,163.22,3,489.66,EAST,STORE 1,NEW,1
TX-1995,2023-11-25,CLOTHING,JACKET,658.32,5,625.4000000000001,2,1250.8,EAST,STORE 2,LOYAL,1
TX-1996,2022-09-03,HOME,BED,664.3,0,664.3,9,5978.7,WEST,STORE 1,NEW,0
TX-1997,2022-05-14,CLOTHING,JEANS,537.23,15,456.65,6,2739.9,EAST,STORE 5,VIP,1
TX-1998,2022-09-08,ELECTRONICS,CAMERA,591.45,0,591.45,9,5323.05,EAST,STORE 2,LOYAL,0
TX-1999,2022-02-24,HOME,LAMP,852.99,20,682.39,10,6823.9,WEST,STORE 2,NEW,1
TX-2000,2023-04-27,BEAUTY,PERFUME,175.76,0,175.76,7,1230.32,EAST,STORE 4,VIP,0
TX-2001,2022-11-26,HOME,CHAIR,697.56,15,592.93,8,4743.44,WEST,STORE 3,VIP,1
TX-2002,2023-08-21,ELECTRONICS,SMARTPHONE,227.33,0,227.33,4,909.32,WEST,STORE 2,VIP,0
TX-2003,2022-11-10,FOOD,CHEESE,575.66,0,575.66,6,3453.96,EAST,STORE 5,NEW,0
TX-2004,2022-03-28,HOME,DESK,523.63,5,497.45,4,1989.8,NORTH,STORE 4,LOYAL,1
TX-2005,2023-04-07,FOOD,CHEESE,414.86,0,414.86,8,3318.88,EAST,STORE 3,VIP,0
TX-2006,2022-07-03,FOOD,MILK,272.97,20,218.38,2,436.76,EAST,STORE 1,LOYAL,1
TX-2007,2023-05-29,BEAUTY,NAILCARE,647.22,0,647.22,5,3236.1,SOUTH,STORE 1,NEW,0
TX-2008,2023-01-04,ELECTRONICS,CAMERA,208.3,15,177.05,4,708.2,EAST,STORE 3,LOYAL,1
TX-2009,2023-12-01,HOME,LAMP,708.59,0,708.59,3,2125.77,EAST,STORE 1,LOYAL,0
TX-2010,2022-12-21,FOOD,CHEESE,823.64,20,658.91,1,658.91,WEST,STORE 5,RETURNING,1
TX-2011,2023-02-12,CLOTHING,JEANS,726.1,15,617.1800000000001,4,2468.72,WEST,STORE 2,VIP,1
TX-2012,2023-04-18,HOME,SOFA,319.94,5,303.94,4,1215.76,WEST,STORE 4,RETURNING,1
TX-2013,2023-04-06,BEAUTY,PERFUME,380.95,5,361.9,10,3619.0,SOUTH,STORE 3,NEW,1
TX-2014,2023-11-06,HOME,BED,233.24,0,233.24,7,1632.68,WEST,STORE 5,LOYAL,0
TX-2015,2023-08-25,ELECTRONICS,CAMERA,787.5,5,748.12,3,2244.36,SOUTH,STORE 3,VIP,1
TX-2016,2022-07-29,FOOD,BREAD,539.15,10,485.24,4,1940.96,WEST,STORE 1,LOYAL,1
TX-2017,2023-04-08,HOME,SOFA,179.71,0,179.71,9,1617.39,SOUTH,STORE 1,VIP,0
TX-2018,2022-07-11,CLOTHING,T-SHIRT,912.23,0,912.23,7,6385.61,EAST,STORE 2,RETURNING,0
TX-2019,2023-11-07,BEAUTY,PERFUME,460.12,20,368.1,6,2208.6,NORTH,STORE 2,LOYAL,1
TX-2020,2023-02-25,FOOD,MILK,989.7,5,940.21,3,2820.63,WEST,STORE 4,NEW,1
TX-2021,2022-07-31,CLOTHING,JEANS,316.66,10,284.99,8,2279.92,SOUTH,STORE 5,LOYAL,1
TX-2022,2022-07-27,BEAUTY,HAIRCARE,282.69,20,226.15,1,226.15,SOUTH,STORE 4,NEW,1
TX-2023,2023-02-13,BEAUTY,MAKEUP,530.6,10,477.54,10,4775.4,WEST,STORE 4,VIP,1
TX-2024,2022-02-10,ELECTRONICS,TABLET,649.84,10,584.86,8,4678.88,EAST,STORE 3,VIP,1
TX-2025,2022-06-29,FOOD,MILK,187.78,15,159.61,10,1596.1,WEST,STORE 4,VIP,1
TX-2026,2022-07-07,BEAUTY,PERFUME,399.62,15,339.68,1,339.68,SOUTH,STORE 2,LOYAL,1
TX-2027,2023-07-05,HOME,SOFA,701.06,0,701.06,4,2804.24,WEST,STORE 4,NEW,0
TX-2028,2022-03-20,ELECTRONICS,CAMERA,768.87,0,768.87,6,4613.22,WEST,STORE 4,RETURNING,0
TX-2029,2022-08-01,BEAUTY,PERFUME,467.55,15,397.42,2,794.84,WEST,STORE 4,LOYAL,1
TX-2030,2023-02-13,CLOTHING,JACKET,47.4,15,40.29,5,201.45,NORTH,STORE 2,LOYAL,1
TX-2031,2023-04-21,FOOD,CHEESE,77.55,5,73.67,9,663.03,SOUTH,STORE 4,RETURNING,1
TX-2032,2022-10-13,CLOTHING,JEANS,840.11,0,840.11,10,8401.1,NORTH,STORE 2,LOYAL,0
TX-2033,2023-07-02,FOOD,MILK,86.81,0,86.81,1,86.81,EAST,STORE 2,VIP,0
TX-2034,2022-07-02,CLOTHING,T-SHIRT,893.76,20,715.01,9,6435.09,SOUTH,STORE 4,NEW,1
TX-2035,2023-10-13,BEAUTY,PERFUME,396.71,0,396.71,5,1983.55,WEST,STORE 1,NEW,0
TX-2036,2023-01-22,CLOTHING,JEANS,380.9,5,361.86,4,1447.44,SOUTH,STORE 1,NEW,1
TX-2037,2022-01-29,ELECTRONICS,TABLET,822.32,15,698.97,2,1397.94,SOUTH,STORE 1,RETURNING,1
TX-2038,2022-06-21,ELECTRONICS,HEADPHONES,517.38,10,465.64,6,2793.84,EAST,STORE 5,RETURNING,1
TX-2039,2022-08-01,BEAUTY,HAIRCARE,939.53,0,939.53,2,1879.06,SOUTH,STORE 2,NEW,0
TX-2040,2022-11-28,CLOTHING,T-SHIRT,408.12,5,387.71,6,2326.26,NORTH,STORE 4,RETURNING,1
TX-2041,2022-08-14,ELECTRONICS,TABLET,653.45,5,620.7800000000001,6,3724.68,NORTH,STORE 1,RETURNING,1
TX-2042,2022-11-05,BEAUTY,HAIRCARE,983.27,10,884.9399999999999,2,1769.88,SOUTH,STORE 3,NEW,1
TX-2043,2022-11-29,FOOD,MILK,338.73,0,338.73,6,2032.38,WEST,STORE 1,LOYAL,0
TX-2044,2023-09-16,BEAUTY,HAIRCARE,388.55,10,349.69,4,1398.76,NORTH,STORE 2,NEW,1
TX-2045,2022-05-08,HOME,LAMP,740.53,0,740.53,4,2962.12,NORTH,STORE 1,RETURNING,0
TX-2046,2023-05-26,HOME,LAMP,160.15,15,136.13,4,544.52,NORTH,STORE 2,VIP,1
TX-2047,2022-12-03,CLOTHING,DRESS,324.36,0,324.36,1,324.36,WEST,STORE 3,NEW,0
TX-2048,2022-12-06,HOME,LAMP,213.76,10,192.38,1,192.38,SOUTH,STORE 2,VIP,1
TX-2049,2022-11-26,CLOTHING,JACKET,633.48,0,633.48,2,1266.96,WEST,STORE 1,RETURNING,0
TX-2050,2023-10-12,CLOTHING,JEANS,134.31,5,127.59,3,382.77,SOUTH,STORE 2,NEW,1
TX-2051,2023-04-24,HOME,LAMP,724.46,0,724.46,4,2897.84,WEST,STORE 2,RETURNING,0
TX-2052,2022-10-20,BEAUTY,HAIRCARE,968.05,0,968.05,4,3872.2,EAST,STORE 4,NEW,0
TX-2053,2023-02-12,FOOD,MILK,476.01,0,476.01,7,3332.07,WEST,STORE 2,VIP,0
TX-2054,2023-01-26,FOOD,BREAD,761.27,0,761.27,5,3806.35,SOUTH,STORE 5,RETURNING,0
TX-2055,2023-01-25,FOOD,EGGS,459.07,0,459.07,7,3213.49,WEST,STORE 1,LOYAL,0
TX-2056,2023-04-26,CLOTHING,JEANS,916.97,5,871.12,1,871.12,NORTH,STORE 5,LOYAL,1
TX-2057,2023-02-19,FOOD,CHEESE,970.79,15,825.17,6,4951.02,WEST,STORE 4,LOYAL,1
TX-2058,2023-08-26,ELECTRONICS,HEADPHONES,886.15,0,886.15,2,1772.3,WEST,STORE 5,RETURNING,0
TX-2059,2023-03-23,HOME,BED,514.51,5,488.78,8,3910.24,EAST,STORE 1,VIP,1
TX-2060,2022-09-10,CLOTHING,JACKET,44.16,10,39.74,6,238.44,NORTH,STORE 2,LOYAL,1
TX-2061,2023-04-12,CLOTHING,DRESS,254.94,20,203.95,10,2039.5,SOUTH,STORE 1,NEW,1
TX-2062,2022-04-05,FOOD,CHEESE,709.01,20,567.21,2,1134.42,SOUTH,STORE 4,RETURNING,1
TX-2063,2023-03-14,HOME,BED,505.64,15,429.79,9,3868.11,WEST,STORE 5,LOYAL,1
TX-2064,2023-02-26,ELECTRONICS,LAPTOP,639.82,15,543.85,6,3263.1,SOUTH,STORE 3,RETURNING,1
TX-2065,2023-02-12,HOME,SOFA,987.16,20,789.73,8,6317.84,NORTH,STORE 1,NEW,1
TX-2066,2023-12-15,FOOD,FRUIT,422.67,0,422.67,5,2113.35,WEST,STORE 2,RETURNING,0
TX-2067,2022-07-10,CLOTHING,JEANS,491.61,0,491.61,9,4424.49,NORTH,STORE 4,RETURNING,0
TX-2068,2022-07-25,ELECTRONICS,SMARTPHONE,811.09,15,689.4300000000001,4,2757.72,EAST,STORE 4,VIP,1
TX-2069,2023-10-02,ELECTRONICS,SMARTPHONE,89.01,0,89.01,2,178.02,WEST,STORE 1,LOYAL,0
TX-2070,2022-12-17,ELECTRONICS,CAMERA,242.43,0,242.43,8,1939.44,NORTH,STORE 1,NEW,0
TX-2071,2022-01-08,BEAUTY,PERFUME,105.87,5,100.58,9,905.22,NORTH,STORE 4,LOYAL,1
TX-2072,2023-04-30,HOME,CHAIR,435.16,0,435.16,6,2610.96,EAST,STORE 3,RETURNING,0
TX-2073,2023-11-13,FOOD,CHEESE,614.7,5,583.96,6,3503.76,EAST,STORE 1,NEW,1
TX-2074,2023-12-17,FOOD,MILK,35.42,5,33.65,2,67.3,EAST,STORE 2,LOYAL,1
TX-2075,2023-09-26,FOOD,FRUIT,419.0,15,356.15,4,1424.6,NORTH,STORE 3,NEW,1
TX-2076,2023-01-04,ELECTRONICS,TABLET,681.15,0,681.15,4,2724.6,WEST,STORE 4,NEW,0
TX-2077,2023-03-15,FOOD,BREAD,736.93,0,736.93,5,3684.65,SOUTH,STORE 2,NEW,0
TX-2078,2023-05-25,ELECTRONICS,TABLET,834.03,0,834.03,9,7506.27,WEST,STORE 2,VIP,0
TX-2079,2023-05-09,BEAUTY,MAKEUP,250.92,15,213.28,3,639.84,NORTH,STORE 1,VIP,1
TX-2080,2022-01-30,CLOTHING,DRESS,903.62,15,768.08,5,3840.4,SOUTH,STORE 3,VIP,1
TX-2081,2022-05-07,CLOTHING,SHOES,637.21,10,573.49,8,4587.92,NORTH,STORE 3,RETURNING,1
TX-2082,2023-09-08,ELECTRONICS,TABLET,383.24,0,383.24,7,2682.68,WEST,STORE 2,RETURNING,0
TX-2083,2022-04-29,HOME,SOFA,120.27,0,120.27,6,721.62,SOUTH,STORE 1,LOYAL,0
TX-2084,2022-11-17,FOOD,FRUIT,739.55,20,591.64,5,2958.2,NORTH,STORE 5,RETURNING,1
TX-2085,2023-02-02,FOOD,EGGS,773.57,0,773.57,3,2320.71,SOUTH,STORE 1,VIP,0
TX-2086,2023-07-06,FOOD,EGGS,153.25,0,153.25,5,766.25,SOUTH,STORE 4,VIP,0
TX-2087,2023-09-08,HOME,LAMP,749.59,0,749.59,1,749.59,EAST,STORE 3,NEW,0
TX-2088,2023-12-25,BEAUTY,HAIRCARE,634.77,0,634.77,4,2539.08,WEST,STORE 3,VIP,0
TX-2089,2022-12-08,CLOTHING,JEANS,849.59,15,722.1500000000001,4,2888.6,NORTH,STORE 2,VIP,1
TX-2090,2023-02-06,HOME,LAMP,991.15,15,842.48,9,7582.32,WEST,STORE 3,VIP,1
TX-2091,2023-04-30,HOME,DESK,397.15,15,337.58,9,3038.22,EAST,STORE 3,RETURNING,1
TX-2092,2023-07-16,FOOD,BREAD,139.59,15,118.65,10,1186.5,NORTH,STORE 3,VIP,1
TX-2093,2022-06-17,BEAUTY,MAKEUP,447.46,0,447.46,8,3579.68,EAST,STORE 2,RETURNING,0
TX-2094,2022-07-20,ELECTRONICS,TABLET,728.7,5,692.26,10,6922.6,NORTH,STORE 2,VIP,1
TX-2095,2023-11-27,CLOTHING,T-SHIRT,105.09,10,94.58,8,756.64,SOUTH,STORE 1,NEW,1
TX-2096,2023-10-28,HOME,CHAIR,439.48,0,439.48,3,1318.44,WEST,STORE 2,NEW,0
TX-2097,2022-09-04,FOOD,CHEESE,309.66,20,247.73,10,2477.3,SOUTH,STORE 4,NEW,1
TX-2098,2023-04-20,FOOD,EGGS,636.01,0,636.01,8,5088.08,EAST,STORE 1,NEW,0
TX-2099,2022-03-26,ELECTRONICS,HEADPHONES,645.0,0,645.0,9,5805.0,SOUTH,STORE 1,VIP,0
TX-2100,2023-12-12,ELECTRONICS,CAMERA,189.29,0,189.29,8,1514.32,WEST,STORE 3,RETURNING,0
TX-2101,2022-11-30,ELECTRONICS,CAMERA,193.04,0,193.04,1,193.04,WEST,STORE 5,VIP,0
TX-2102,2023-06-16,BEAUTY,NAILCARE,716.61,20,573.29,2,1146.58,SOUTH,STORE 1,RETURNING,1
TX-2103,2023-09-06,CLOTHING,T-SHIRT,559.17,10,503.25,6,3019.5,NORTH,STORE 1,RETURNING,1
TX-2104,2022-07-31,CLOTHING,T-SHIRT,566.87,0,566.87,1,566.87,NORTH,STORE 1,LOYAL,0
TX-2105,2023-07-12,CLOTHING,JACKET,977.33,10,879.6,1,879.6,SOUTH,STORE 3,NEW,1
TX-2106,2022-10-28,BEAUTY,HAIRCARE,148.46,10,133.61,8,1068.88,EAST,STORE 5,LOYAL,1
TX-2107,2023-07-06,BEAUTY,MAKEUP,691.05,0,691.05,1,691.05,SOUTH,STORE 1,RETURNING,0
TX-2108,2022-11-03,CLOTHING,JEANS,606.12,15,515.2,4,2060.8,EAST,STORE 3,RETURNING,1
TX-2109,2023-09-30,FOOD,BREAD,554.35,5,526.63,5,2633.15,WEST,STORE 2,VIP,1
TX-2110,2022-03-27,HOME,DESK,940.8,15,799.68,3,2399.04,SOUTH,STORE 1,LOYAL,1
TX-2111,2023-12-15,CLOTHING,DRESS,568.01,0,568.01,9,5112.09,SOUTH,STORE 4,RETURNING,0
TX-2112,2023-03-21,FOOD,BREAD,964.38,10,867.94,4,3471.76,NORTH,STORE 3,NEW,1
TX-2113,2022-04-23,BEAUTY,HAIRCARE,75.3,0,75.3,2,150.6,EAST,STORE 3,LOYAL,0
TX-2114,2022-08-20,HOME,SOFA,106.97,0,106.97,4,427.88,WEST,STORE 1,NEW,0
TX-2115,2023-06-24,HOME,CHAIR,823.13,15,699.66,8,5597.28,NORTH,STORE 5,LOYAL,1
TX-2116,2023-08-09,HOME,CHAIR,278.34,20,222.67,2,445.34,NORTH,STORE 2,LOYAL,1
TX-2117,2023-02-03,CLOTHING,DRESS,808.02,0,808.02,9,7272.18,WEST,STORE 4,RETURNING,0
TX-2118,2022-01-10,BEAUTY,MAKEUP,660.99,0,660.99,3,1982.97,WEST,STORE 5,LOYAL,0
TX-2119,2023-10-17,HOME,LAMP,681.43,0,681.43,7,4770.01,WEST,STORE 2,VIP,0
TX-2120,2023-04-25,BEAUTY,SKINCARE,283.06,0,283.06,7,1981.42,SOUTH,STORE 3,NEW,0
TX-2121,2023-02-21,HOME,SOFA,638.33,10,574.5,2,1149.0,SOUTH,STORE 1,RETURNING,1
TX-2122,2022-02-28,ELECTRONICS,TABLET,558.62,5,530.69,8,4245.52,NORTH,STORE 4,RETURNING,1
TX-2123,2023-05-25,BEAUTY,NAILCARE,700.9,20,560.72,7,3925.04,NORTH,STORE 5,RETURNING,1
TX-2124,2022-01-08,FOOD,FRUIT,752.17,0,752.17,4,3008.68,NORTH,STORE 5,VIP,0
TX-2125,2023-11-22,BEAUTY,MAKEUP,183.07,0,183.07,6,1098.42,SOUTH,STORE 5,LOYAL,0
TX-2126,2023-03-09,FOOD,CHEESE,178.78,0,178.78,2,357.56,EAST,STORE 2,NEW,0
TX-2127,2022-11-03,FOOD,EGGS,272.1,15,231.28000000000003,1,231.28,WEST,STORE 2,LOYAL,1
TX-2128,2023-06-12,ELECTRONICS,HEADPHONES,893.57,10,804.21,8,6433.68,NORTH,STORE 3,NEW,1
TX-2129,2023-04-17,HOME,BED,360.35,0,360.35,1,360.35,EAST,STORE 2,VIP,0
TX-2130,2022-01-10,ELECTRONICS,HEADPHONES,497.13,5,472.27,2,944.54,SOUTH,STORE 4,NEW,1
TX-2131,2022-01-08,CLOTHING,DRESS,233.83,5,222.14,7,1554.98,EAST,STORE 3,LOYAL,1
TX-2132,2022-07-06,BEAUTY,SKINCARE,117.61,0,117.61,8,940.88,WEST,STORE 2,RETURNING,0
TX-2133,2023-03-21,ELECTRONICS,TABLET,884.74,0,884.74,4,3538.96,NORTH,STORE 2,LOYAL,0
TX-2134,2022-05-17,FOOD,CHEESE,746.48,15,634.51,1,634.51,SOUTH,STORE 2,VIP,1
TX-2135,2022-09-30,ELECTRONICS,HEADPHONES,494.18,10,444.76,8,3558.08,SOUTH,STORE 3,VIP,1
TX-2136,2023-02-03,CLOTHING,T-SHIRT,958.1,10,862.29,1,862.29,SOUTH,STORE 2,LOYAL,1
TX-2137,2022-01-14,CLOTHING,T-SHIRT,681.53,5,647.4499999999999,6,3884.7,WEST,STORE 5,NEW,1
TX-2138,2023-05-07,HOME,BED,491.07,15,417.41,7,2921.87,SOUTH,STORE 5,RETURNING,1
TX-2139,2023-06-08,CLOTHING,JEANS,288.33,0,288.33,2,576.66,EAST,STORE 2,VIP,0
TX-2140,2023-05-01,ELECTRONICS,CAMERA,614.99,0,614.99,4,2459.96,SOUTH,STORE 2,NEW,0
TX-2141,2023-02-15,ELECTRONICS,TABLET,990.49,0,990.49,3,2971.47,WEST,STORE 1,RETURNING,0
TX-2142,2022-02-22,FOOD,CHEESE,529.72,5,503.23,4,2012.92,SOUTH,STORE 3,VIP,1
TX-2143,2022-03-04,BEAUTY,HAIRCARE,647.43,0,647.43,5,3237.15,NORTH,STORE 3,LOYAL,0
TX-2144,2022-12-26,FOOD,MILK,326.64,0,326.64,1,326.64,SOUTH,STORE 1,NEW,0
TX-2145,2023-11-08,HOME,LAMP,292.46,0,292.46,5,1462.3,NORTH,STORE 4,RETURNING,0
TX-2146,2023-05-19,HOME,BED,311.31,0,311.31,2,622.62,NORTH,STORE 5,RETURNING,0
TX-2147,2023-01-05,HOME,CHAIR,533.57,10,480.21,6,2881.26,SOUTH,STORE 3,RETURNING,1
TX-2148,2023-01-29,ELECTRONICS,LAPTOP,139.18,0,139.18,10,1391.8,NORTH,STORE 1,RETURNING,0
TX-2149,2023-12-23,FOOD,BREAD,84.13,20,67.3,9,605.7,EAST,STORE 3,VIP,1
TX-2150,2022-07-26,BEAUTY,MAKEUP,53.37,20,42.7,4,170.8,WEST,STORE 5,LOYAL,1
TX-2151,2023-07-28,HOME,BED,454.0,5,431.3,2,862.6,WEST,STORE 1,VIP,1
TX-2152,2023-06-21,BEAUTY,PERFUME,175.27,10,157.74,5,788.7,SOUTH,STORE 3,NEW,1
TX-2153,2022-03-04,CLOTHING,JACKET,500.08,20,400.06,9,3600.54,NORTH,STORE 2,VIP,1
TX-2154,2023-06-06,FOOD,FRUIT,781.58,0,781.58,7,5471.06,EAST,STORE 2,RETURNING,0
TX-2155,2022-06-13,BEAUTY,MAKEUP,596.19,0,596.19,1,596.19,WEST,STORE 5,LOYAL,0
TX-2156,2022-08-14,HOME,BED,556.63,0,556.63,3,1669.89,SOUTH,STORE 1,RETURNING,0
TX-2157,2022-02-10,CLOTHING,DRESS,927.98,10,835.1800000000001,5,4175.9,NORTH,STORE 2,RETURNING,1
TX-2158,2022-04-29,ELECTRONICS,TABLET,636.36,15,540.91,6,3245.46,EAST,STORE 1,LOYAL,1
TX-2159,2022-05-17,FOOD,FRUIT,301.95,15,256.66,1,256.66,NORTH,STORE 3,RETURNING,1
TX-2160,2022-10-14,CLOTHING,DRESS,971.89,20,777.51,9,6997.59,NORTH,STORE 4,LOYAL,1
TX-2161,2023-10-04,BEAUTY,NAILCARE,214.1,0,214.1,8,1712.8,SOUTH,STORE 3,LOYAL,0
TX-2162,2023-08-19,FOOD,MILK,451.6,0,451.6,7,3161.2,EAST,STORE 2,VIP,0
TX-2163,2023-05-23,CLOTHING,JACKET,193.18,15,164.20000000000002,3,492.6,SOUTH,STORE 5,VIP,1
TX-2164,2022-07-04,HOME,SOFA,317.06,0,317.06,3,951.18,WEST,STORE 5,RETURNING,0
TX-2165,2022-05-27,ELECTRONICS,HEADPHONES,252.8,15,214.88,7,1504.16,NORTH,STORE 5,RETURNING,1
TX-2166,2022-01-13,BEAUTY,PERFUME,384.1,0,384.1,1,384.1,NORTH,STORE 1,NEW,0
TX-2167,2022-09-12,ELECTRONICS,TABLET,151.21,10,136.09,10,1360.9,NORTH,STORE 1,NEW,1
TX-2168,2022-12-13,ELECTRONICS,SMARTPHONE,147.84,0,147.84,10,1478.4,WEST,STORE 2,LOYAL,0
TX-2169,2023-05-06,CLOTHING,JEANS,65.32,0,65.32,5,326.6,NORTH,STORE 1,NEW,0
TX-2170,2023-07-12,HOME,SOFA,516.43,0,516.43,7,3615.01,SOUTH,STORE 1,RETURNING,0
TX-2171,2022-08-21,FOOD,CHEESE,155.9,5,148.1,5,740.5,SOUTH,STORE 4,NEW,1
TX-2172,2022-06-23,ELECTRONICS,SMARTPHONE,110.72,0,110.72,5,553.6,EAST,STORE 1,LOYAL,0
TX-2173,2023-01-05,ELECTRONICS,LAPTOP,608.46,10,547.61,3,1642.83,WEST,STORE 5,LOYAL,1
TX-2174,2022-07-05,FOOD,MILK,894.19,0,894.19,5,4470.95,EAST,STORE 3,NEW,0
TX-2175,2023-05-27,HOME,BED,812.61,0,812.61,2,1625.22,NORTH,STORE 2,RETURNING,0
TX-2176,2022-06-01,FOOD,CHEESE,724.13,15,615.51,8,4924.08,NORTH,STORE 1,VIP,1
TX-2177,2022-10-13,CLOTHING,T-SHIRT,329.82,0,329.82,3,989.46,SOUTH,STORE 4,LOYAL,0
TX-2178,2023-05-22,FOOD,CHEESE,696.49,5,661.67,7,4631.69,EAST,STORE 2,RETURNING,1
TX-2179,2023-03-05,BEAUTY,HAIRCARE,543.36,10,489.02,8,3912.16,SOUTH,STORE 4,NEW,1
TX-2180,2023-03-08,BEAUTY,NAILCARE,778.83,0,778.83,4,3115.32,NORTH,STORE 2,LOYAL,0
TX-2181,2022-07-28,ELECTRONICS,TABLET,562.79,0,562.79,3,1688.37,NORTH,STORE 1,LOYAL,0
TX-2182,2022-05-23,HOME,DESK,152.7,20,122.16,9,1099.44,WEST,STORE 2,RETURNING,1
TX-2183,2022-08-18,ELECTRONICS,SMARTPHONE,126.06,0,126.06,3,378.18,WEST,STORE 1,VIP,0
TX-2184,2022-02-25,ELECTRONICS,CAMERA,83.03,0,83.03,10,830.3,SOUTH,STORE 1,RETURNING,0
TX-2185,2022-05-25,ELECTRONICS,SMARTPHONE,86.29,5,81.98,10,819.8,WEST,STORE 2,RETURNING,1
TX-2186,2022-05-24,BEAUTY,SKINCARE,475.48,0,475.48,6,2852.88,WEST,STORE 1,LOYAL,0
TX-2187,2022-06-09,ELECTRONICS,LAPTOP,608.13,20,486.5,3,1459.5,SOUTH,STORE 1,VIP,1
TX-2188,2023-03-10,FOOD,FRUIT,714.29,0,714.29,5,3571.45,EAST,STORE 2,VIP,0
TX-2189,2022-10-06,ELECTRONICS,CAMERA,383.78,0,383.78,3,1151.34,SOUTH,STORE 4,NEW,0
TX-2190,2023-02-06,CLOTHING,SHOES,609.03,15,517.68,2,1035.36,WEST,STORE 4,LOYAL,1
TX-2191,2023-10-20,FOOD,CHEESE,173.18,0,173.18,6,1039.08,WEST,STORE 2,LOYAL,0
TX-2192,2022-04-17,ELECTRONICS,TABLET,607.16,0,607.16,6,3642.96,NORTH,STORE 2,LOYAL,0
TX-2193,2023-07-09,ELECTRONICS,LAPTOP,219.79,15,186.82,1,186.82,EAST,STORE 2,RETURNING,1
TX-2194,2022-02-03,CLOTHING,DRESS,94.19,0,94.19,10,941.9,NORTH,STORE 5,VIP,0
TX-2195,2022-02-19,HOME,SOFA,944.07,10,849.6600000000001,1,849.66,EAST,STORE 3,VIP,1
TX-2196,2022-07-19,HOME,DESK,728.43,15,619.17,3,1857.51,NORTH,STORE 3,VIP,1
TX-2197,2023-05-31,ELECTRONICS,CAMERA,809.42,5,768.9499999999999,3,2306.85,NORTH,STORE 5,VIP,1
TX-2198,2023-08-24,ELECTRONICS,TABLET,169.61,0,169.61,8,1356.88,NORTH,STORE 1,RETURNING,0
