transaction_id,date,category,product,base_price,discount_pct,final_price,quantity,total_amount,region,store,customer_type
TX-2173,2023-01-05,Electronics,Laptop,608.46,10,547.61,3,1642.83,West,Store 5,Loyal
TX-2174,2022-07-05,Food,Milk,894.19,0,894.19,5,4470.95,East,Store 3,New
TX-2175,2023-05-27,Home,Bed,812.61,0,812.61,2,1625.22,North,Store 2,Returning
TX-2176,2022-06-01,Food,Cheese,724.13,15,615.51,8,4924.08,North,Store 1,VIP
TX-2177,2022-10-13,Clothing,T-shirt,329.82,0,329.82,3,989.46,South,Store 4,Loyal
TX-2178,2023-05-22,Food,Cheese,696.49,5,661.67,7,4631.69,East,Store 2,Returning
TX-2179,2023-03-05,Beauty,Haircare,543.36,10,489.02,8,3912.16,South,Store 4,New
TX-2180,2023-03-08,Beauty,Nailcare,778.83,0,778.83,4,3115.32,North,Store 2,Loyal
TX-2181,2022-07-28,Electronics,Tablet,562.79,0,562.79,3,1688.37,North,Store 1,Loyal
TX-2182,2022-05-23,Home,Desk,152.7,20,122.16,9,1099.44,West,Store 2,Returning
TX-2183,2022-08-18,Electronics,Smartphone,126.06,0,126.06,3,378.18,West,Store 1,VIP
TX-2184,2022-02-25,Electronics,Camera,83.03,0,83.03,10,830.3,South,Store 1,Returning
TX-2185,2022-05-25,Electronics,Smartphone,86.29,5,81.98,10,819.8,West,Store 2,Returning
TX-2186,2022-05-24,Beauty,Skincare,475.48,0,475.48,6,2852.88,West,Store 1,Loyal
TX-2187,2022-06-09,Electronics,Laptop,608.13,20,486.5,3,1459.5,South,Store 1,VIP
TX-2188,2023-03-10,Food,Fruit,714.29,0,714.29,5,3571.45,East,Store 2,VIP
TX-2189,2022-10-06,Electronics,Camera,383.78,0,383.78,3,1151.34,South,Store 4,New
TX-2190,2023-02-06,Clothing,Shoes,609.03,15,517.68,2,1035.36,West,Store 4,Loyal
TX-2191,2023-10-20,Food,Cheese,173.18,0,173.18,6,1039.08,West,Store 2,Loyal
TX-2192,2022-04-17,Electronics,Tablet,607.16,0,607.16,6,3642.96,North,Store 2,Loyal
TX-2193,2023-07-09,Electronics,Laptop,219.79,15,186.82,1,186.82,East,Store 2,Returning
TX-2194,2022-02-03,Clothing,Dress,94.19,0,94.19,10,941.9,North,Store 5,VIP
TX-2195,2022-02-19,Home,Sofa,944.07,10,849.6600000000001,1,849.66,East,Store 3,VIP
TX-2196,2022-07-19,Home,Desk,728.43,15,619.17,3,1857.51,North,Store 3,VIP
TX-2197,2023-05-31,Electronics,Camera,809.42,5,768.9499999999999,3,2306.85,North,Store 5,VIP
TX-2198,2023-08-24,Electronics,Tablet,169.61,0,169.61,8,1356.88,North,Store 1,Returning
TX-2199,2023-11-29,Clothing,Jeans,993.48,0,993.48,9,8941.32,East,Store 4,Returning
TX-2200,2022-10-25,Home,Chair,857.39,0,857.39,7,6001.73,North,Store 4,Returning
TX-2201,2023-09-18,Beauty,Perfume,958.44,0,958.44,10,9584.4,West,Store 1,New
TX-2202,2022-11-13,Beauty,Perfume,503.92,0,503.92,8,4031.36,East,Store 2,Loyal
TX-2203,2022-03-11,Home,Chair,369.69,0,369.69,2,739.38,North,Store 2,VIP
TX-2204,2023-04-30,Home,Desk,653.79,0,653.79,3,1961.37,North,Store 5,VIP
TX-2205,2023-01-08,Home,Desk,414.94,10,373.45,10,3734.5,South,Store 4,Loyal
TX-2206,2023-10-02,Home,Bed,92.66,10,83.39,7,583.73,West,Store 3,New
TX-2207,2023-10-22,Electronics,Smartphone,702.75,0,702.75,9,6324.75,North,Store 2,New
TX-2208,2023-01-20,Clothing,Shoes,405.29,15,344.5,2,689.0,South,Store 4,VIP
TX-2209,2022-04-06,Home,Desk,473.8,0,473.8,9,4264.2,West,Store 1,New
TX-2210,2022-04-21,Food,Cheese,207.48,10,186.73,6,1120.38,North,Store 3,Loyal
TX-2211,2023-05-13,Clothing,Jacket,123.18,5,117.02000000000001,8,936.16,North,Store 5,Returning
TX-2212,2022-05-30,Clothing,Dress,572.52,20,458.02,10,4580.2,West,Store 1,Loyal
TX-2213,2023-03-17,Food,Milk,63.54,15,54.01,1,54.01,West,Store 3,Loyal
TX-2214,2022-06-30,Electronics,Smartphone,78.57,20,62.85999999999999,7,440.02,North,Store 3,VIP
TX-2215,2023-03-06,Beauty,Makeup,672.95,5,639.3000000000001,5,3196.5,South,Store 1,New
TX-2216,2022-12-17,Home,Lamp,206.62,15,175.63,7,1229.41,West,Store 4,Returning
TX-2217,2023-03-24,Home,Chair,395.25,0,395.25,1,395.25,South,Store 1,Returning
TX-2218,2023-11-12,Home,Sofa,159.0,0,159.0,8,1272.0,South,Store 4,Loyal
TX-2219,2023-11-22,Food,Eggs,525.48,15,446.66,1,446.66,West,Store 2,VIP
TX-2220,2023-08-16,Electronics,Laptop,226.44,10,203.8,4,815.2,West,Store 5,Returning
TX-2221,2023-01-22,Clothing,Dress,217.67,0,217.67,4,870.68,North,Store 3,Loyal
TX-2222,2022-11-06,Home,Chair,820.86,5,779.82,2,1559.64,West,Store 4,VIP
TX-2223,2022-12-27,Home,Chair,431.59,5,410.01,6,2460.06,North,Store 2,VIP
TX-2224,2023-01-18,Clothing,Shoes,598.94,20,479.15000000000003,9,4312.35,West,Store 4,Loyal
TX-2225,2023-11-07,Food,Eggs,705.07,15,599.3100000000001,2,1198.62,North,Store 1,New
TX-2226,2022-01-17,Beauty,Haircare,112.64,15,95.74000000000001,10,957.4,North,Store 4,New
TX-2227,2022-10-24,Food,Milk,230.65,20,184.52,8,1476.16,West,Store 1,Returning
TX-2228,2023-04-26,Electronics,Tablet,967.94,0,967.94,8,7743.52,West,Store 4,New
TX-2229,2022-08-18,Beauty,Skincare,274.93,0,274.93,5,1374.65,East,Store 4,Returning
TX-2230,2023-03-01,Electronics,Laptop,35.98,10,32.379999999999995,6,194.28,East,Store 3,Returning
TX-2231,2023-03-17,Clothing,Shoes,973.76,0,973.76,4,3895.04,West,Store 1,VIP
TX-2232,2023-10-14,Food,Milk,409.09,0,409.09,6,2454.54,South,Store 4,Returning
TX-2233,2023-12-29,Clothing,Shoes,127.19,0,127.19,10,1271.9,West,Store 3,Returning
TX-2234,2022-07-28,Electronics,Laptop,35.38,10,31.840000000000003,1,31.84,South,Store 1,New
TX-2235,2023-01-27,Electronics,Smartphone,983.58,0,983.58,6,5901.48,South,Store 2,Returning
TX-2236,2022-07-18,Beauty,Makeup,729.05,0,729.05,7,5103.35,East,Store 1,Loyal
TX-2237,2022-05-28,Electronics,Camera,868.27,0,868.27,2,1736.54,West,Store 5,New
TX-2238,2022-05-26,Home,Bed,895.66,20,716.53,2,1433.06,North,Store 4,Loyal
TX-2239,2022-08-01,Food,Bread,496.13,15,421.71,1,421.71,West,Store 1,VIP
TX-2240,2022-03-20,Clothing,Jacket,381.5,0,381.5,6,2289.0,West,Store 2,Returning
TX-2241,2022-01-11,Clothing,Shoes,634.9,5,603.15,1,603.15,North,Store 3,Loyal
TX-2242,2023-09-21,Beauty,Nailcare,14.96,10,13.46,9,121.14,East,Store 1,Returning
TX-2243,2022-01-31,Beauty,Perfume,522.81,0,522.81,3,1568.43,South,Store 3,New
TX-2244,2022-01-31,Home,Lamp,227.56,0,227.56,3,682.68,East,Store 3,VIP
TX-2245,2022-04-05,Home,Chair,655.41,0,655.41,8,5243.28,West,Store 4,VIP
TX-2246,2022-09-14,Clothing,Jeans,690.19,0,690.19,5,3450.95,West,Store 1,Loyal
TX-2247,2022-07-30,Food,Cheese,884.03,10,795.63,7,5569.41,East,Store 3,New
TX-2248,2023-01-28,Food,Milk,571.47,0,571.47,6,3428.82,North,Store 4,Returning
TX-2249,2023-06-08,Home,Chair,415.71,0,415.71,10,4157.1,East,Store 4,New
TX-2250,2022-07-04,Home,Desk,792.99,15,674.04,6,4044.24,South,Store 1,Returning
TX-2251,2023-01-16,Home,Lamp,781.72,15,664.46,2,1328.92,North,Store 3,New
TX-2252,2022-12-03,Clothing,Jacket,571.79,5,543.1999999999999,6,3259.2,South,Store 5,New
TX-2253,2022-10-18,Beauty,Makeup,531.99,10,478.79,2,957.58,East,Store 5,New
TX-2254,2023-10-24,Food,Cheese,324.61,20,259.69,6,1558.14,South,Store 2,New
TX-2255,2023-05-21,Food,Bread,990.36,0,990.36,7,6932.52,North,Store 1,VIP
TX-2256,2023-09-08,Home,Chair,389.03,15,330.67999999999995,10,3306.8,North,Store 3,New
TX-2257,2023-08-13,Electronics,Headphones,291.52,0,291.52,7,2040.64,North,Store 5,New
TX-2258,2023-10-23,Electronics,Laptop,475.19,20,380.15,7,2661.05,East,Store 3,Loyal
TX-2259,2022-12-21,Food,Bread,560.89,5,532.85,6,3197.1,West,Store 5,New
TX-2260,2022-11-02,Food,Cheese,850.19,0,850.19,2,1700.38,East,Store 5,New
TX-2261,2022-08-18,Electronics,Laptop,147.35,0,147.35,6,884.1,West,Store 2,Returning
TX-2262,2022-07-15,Home,Chair,989.67,0,989.67,1,989.67,East,Store 1,New
TX-2263,2022-11-08,Electronics,Tablet,336.04,0,336.04,10,3360.4,West,Store 3,Returning
TX-2264,2023-08-21,Food,Bread,135.03,10,121.53,3,364.59,West,Store 4,New
TX-2265,2023-06-25,Clothing,Shoes,483.15,0,483.15,8,3865.2,East,Store 3,VIP
TX-2266,2022-04-05,Home,Bed,714.27,0,714.27,6,4285.62,South,Store 2,New
TX-2267,2023-05-22,Electronics,Smartphone,23.0,5,21.85,4,87.4,West,Store 4,Returning
TX-2268,2022-04-18,Home,Lamp,815.86,15,693.48,9,6241.32,East,Store 3,VIP
TX-2269,2022-06-07,Beauty,Perfume,914.98,20,731.98,4,2927.92,East,Store 4,VIP
TX-2270,2023-09-28,Beauty,Makeup,782.22,0,782.22,4,3128.88,North,Store 3,VIP
TX-2271,2023-12-04,Home,Chair,651.9,0,651.9,3,1955.7,West,Store 1,New
TX-2272,2022-01-17,Food,Milk,274.09,0,274.09,8,2192.72,West,Store 3,Loyal
TX-2273,2023-07-18,Electronics,Tablet,437.16,10,393.44000000000005,3,1180.32,West,Store 5,VIP
TX-2274,2022-12-08,Electronics,Headphones,279.86,0,279.86,2,559.72,North,Store 4,VIP
TX-2275,2022-10-29,Clothing,Jacket,184.88,0,184.88,5,924.4,West,Store 5,VIP
TX-2276,2023-11-29,Electronics,Smartphone,959.38,10,863.44,4,3453.76,North,Store 1,New
TX-2277,2022-09-30,Clothing,T-shirt,536.81,5,509.96999999999997,5,2549.85,South,Store 5,VIP
TX-2278,2023-02-07,Electronics,Smartphone,736.59,20,589.27,5,2946.35,West,Store 2,Returning
TX-2279,2022-07-28,Home,Bed,708.79,10,637.91,5,3189.55,North,Store 1,Returning
TX-2280,2023-12-19,Beauty,Haircare,741.7,0,741.7,4,2966.8,South,Store 3,New
TX-2281,2022-07-11,Home,Desk,150.42,0,150.42,1,150.42,West,Store 4,Loyal
TX-2282,2022-07-01,Home,Sofa,179.02,5,170.07000000000002,1,170.07,East,Store 4,New
TX-2283,2022-09-11,Food,Bread,54.72,20,43.78,1,43.78,East,Store 2,Returning
TX-2284,2022-05-31,Electronics,Laptop,311.56,10,280.4,6,1682.4,West,Store 4,Loyal
TX-2285,2022-09-21,Food,Eggs,370.65,10,333.59,1,333.59,East,Store 3,Loyal
TX-2286,2023-11-11,Beauty,Haircare,121.63,20,97.3,9,875.7,North,Store 2,VIP
TX-2287,2022-08-14,Clothing,Dress,502.85,15,427.42,4,1709.68,West,Store 3,Returning
TX-2288,2022-04-02,Clothing,Jacket,642.35,0,642.35,5,3211.75,West,Store 5,Returning
TX-2289,2023-11-27,Home,Bed,397.12,0,397.12,7,2779.84,East,Store 3,Returning
TX-2290,2023-08-17,Beauty,Skincare,835.83,0,835.83,2,1671.66,West,Store 4,Loyal
TX-2291,2022-04-23,Electronics,Headphones,927.96,10,835.1600000000001,3,2505.48,West,Store 2,Loyal
TX-2292,2023-07-26,Clothing,Dress,491.96,0,491.96,2,983.92,East,Store 1,VIP
TX-2293,2022-08-11,Home,Chair,132.2,0,132.2,8,1057.6,East,Store 1,VIP
TX-2294,2023-11-08,Electronics,Laptop,258.92,0,258.92,6,1553.52,East,Store 5,Returning
TX-2295,2022-10-05,Clothing,Jeans,437.73,5,415.84000000000003,2,831.68,East,Store 2,New
TX-2296,2022-12-30,Clothing,Jacket,428.34,0,428.34,2,856.68,East,Store 3,Loyal
TX-2297,2023-08-01,Food,Eggs,806.34,5,766.02,3,2298.06,South,Store 3,Returning
TX-2298,2023-07-22,Clothing,Dress,311.95,5,296.34999999999997,5,1481.75,West,Store 5,Returning
TX-2299,2023-03-24,Electronics,Smartphone,531.31,5,504.73999999999995,6,3028.44,East,Store 4,Loyal
TX-2300,2023-04-23,Food,Cheese,466.67,20,373.34000000000003,9,3360.06,North,Store 4,New
TX-2301,2022-05-24,Beauty,Skincare,788.77,0,788.77,10,7887.7,East,Store 2,Loyal
TX-2302,2023-02-07,Clothing,Jacket,673.38,0,673.38,8,5387.04,West,Store 1,New
TX-2303,2022-10-04,Electronics,Tablet,598.4,0,598.4,5,2992.0,West,Store 3,New
TX-2304,2023-08-22,Beauty,Perfume,704.56,0,704.56,9,6341.04,South,Store 5,VIP
TX-2305,2022-08-17,Clothing,Dress,631.96,0,631.96,1,631.96,West,Store 5,Returning
TX-2306,2022-03-10,Electronics,Smartphone,607.75,0,607.75,2,1215.5,North,Store 2,Returning
TX-2307,2023-05-01,Electronics,Camera,449.38,5,426.90999999999997,1,426.91,North,Store 3,VIP
TX-2308,2022-07-08,Clothing,Shoes,267.67,5,254.29000000000002,10,2542.9,West,Store 5,New
TX-2309,2022-05-30,Electronics,Smartphone,150.27,5,142.76000000000002,4,571.04,South,Store 5,Returning
TX-2310,2023-05-07,Home,Bed,670.86,5,637.32,10,6373.2,West,Store 3,Loyal
TX-2311,2023-01-31,Electronics,Headphones,422.73,5,401.59000000000003,7,2811.13,South,Store 1,Loyal
TX-2312,2022-05-04,Beauty,Haircare,20.91,0,20.91,5,104.55,North,Store 5,VIP
TX-2313,2022-12-30,Clothing,Jacket,883.6,0,883.6,8,7068.8,East,Store 1,Returning
TX-2314,2023-05-28,Beauty,Makeup,355.35,0,355.35,9,3198.15,West,Store 5,New
TX-2315,2023-11-03,Clothing,Dress,659.37,0,659.37,10,6593.7,East,Store 4,Returning
TX-2316,2023-11-06,Home,Desk,77.53,10,69.78,8,558.24,West,Store 4,Returning
TX-2317,2023-12-27,Beauty,Nailcare,266.63,0,266.63,6,1599.78,East,Store 5,VIP
TX-2318,2022-02-16,Electronics,Smartphone,239.39,20,191.51,2,383.02,West,Store 4,Loyal
TX-2319,2022-08-26,Clothing,T-shirt,900.8,0,900.8,3,2702.4,West,Store 4,New
TX-2320,2023-09-19,Home,Sofa,47.04,0,47.04,2,94.08,West,Store 3,New
TX-2321,2022-11-25,Electronics,Headphones,383.85,5,364.66,10,3646.6,South,Store 2,Loyal
TX-2322,2023-03-25,Home,Lamp,209.18,0,209.18,3,627.54,West,Store 5,Returning
TX-2323,2023-08-20,Electronics,Laptop,211.5,10,190.35,3,571.05,North,Store 3,VIP
TX-2324,2023-07-14,Electronics,Tablet,193.45,10,174.10999999999999,9,1566.99,West,Store 2,Returning
TX-2325,2023-05-01,Beauty,Skincare,362.92,5,344.77000000000004,9,3102.93,South,Store 1,VIP
TX-2326,2023-10-03,Food,Bread,573.46,5,544.7900000000001,3,1634.37,East,Store 1,New
TX-2327,2022-08-25,Electronics,Camera,545.13,5,517.87,1,517.87,South,Store 3,Loyal
TX-2328,2023-12-22,Home,Sofa,873.72,20,698.98,3,2096.94,East,Store 1,Returning
TX-2329,2023-06-15,Beauty,Nailcare,319.12,10,287.21,10,2872.1,North,Store 5,New
TX-2330,2023-04-28,Home,Sofa,41.95,20,33.56,7,234.92,East,Store 2,Loyal
TX-2331,2022-03-02,Clothing,Jeans,551.62,0,551.62,6,3309.72,North,Store 2,VIP
TX-2332,2023-08-01,Beauty,Perfume,352.39,10,317.15,2,634.3,West,Store 5,New
TX-2333,2023-05-06,Clothing,Dress,726.1,15,617.1800000000001,2,1234.36,North,Store 4,Returning
TX-2334,2022-12-25,Food,Cheese,310.38,20,248.3,4,993.2,North,Store 1,New
TX-2335,2022-07-20,Beauty,Nailcare,861.69,20,689.35,1,689.35,West,Store 1,VIP
TX-2336,2023-01-22,Clothing,Jacket,704.32,0,704.32,9,6338.88,South,Store 1,VIP
TX-2337,2023-09-23,Home,Bed,201.71,0,201.71,7,1411.97,North,Store 2,Returning
TX-2338,2023-08-26,Electronics,Smartphone,418.93,20,335.14,9,3016.26,North,Store 1,Returning
TX-2339,2022-02-28,Electronics,Laptop,135.45,0,135.45,3,406.35,East,Store 1,Loyal
TX-2340,2023-09-09,Clothing,Dress,138.42,0,138.42,7,968.94,West,Store 1,New
TX-2341,2022-09-14,Beauty,Makeup,499.98,0,499.98,6,2999.88,South,Store 4,Loyal
TX-2342,2023-07-19,Home,Lamp,531.58,0,531.58,5,2657.9,East,Store 5,New
TX-2343,2022-12-21,Food,Fruit,491.35,0,491.35,2,982.7,South,Store 2,Returning
TX-2344,2023-07-21,Clothing,T-shirt,378.67,15,321.87,3,965.61,North,Store 2,VIP
TX-2345,2023-04-10,Electronics,Laptop,503.92,0,503.92,1,503.92,East,Store 3,VIP
TX-2346,2022-03-28,Electronics,Tablet,856.03,5,813.23,7,5692.61,West,Store 1,VIP
TX-2347,2023-03-31,Electronics,Smartphone,213.67,15,181.62,3,544.86,West,Store 5,New
TX-2348,2022-11-09,Electronics,Camera,765.37,20,612.3,1,612.3,East,Store 3,Returning
TX-2349,2022-01-29,Home,Chair,439.74,15,373.78000000000003,7,2616.46,North,Store 1,VIP
TX-2350,2023-11-26,Home,Chair,468.87,5,445.43,10,4454.3,East,Store 2,VIP
TX-2351,2022-09-01,Clothing,T-shirt,287.89,0,287.89,5,1439.45,North,Store 2,Loyal
TX-2352,2023-08-08,Food,Bread,619.39,0,619.39,6,3716.34,East,Store 3,New
TX-2353,2022-11-11,Beauty,Skincare,837.64,5,795.76,3,2387.28,West,Store 4,New
TX-2354,2022-01-10,Food,Bread,966.23,10,869.61,8,6956.88,South,Store 4,New
TX-2355,2022-03-23,Home,Chair,555.93,20,444.73999999999995,2,889.48,West,Store 2,Loyal
TX-2356,2022-10-10,Home,Desk,135.95,0,135.95,3,407.85,South,Store 5,New
TX-2357,2022-04-28,Electronics,Smartphone,687.6,0,687.6,8,5500.8,East,Store 1,Returning
TX-2358,2022-09-23,Home,Sofa,681.6,0,681.6,6,4089.6,North,Store 5,Returning
TX-2359,2022-04-22,Electronics,Camera,449.37,0,449.37,9,4044.33,North,Store 2,Returning
TX-2360,2023-08-08,Home,Desk,80.68,0,80.68,7,564.76,East,Store 2,New
TX-2361,2023-09-14,Home,Bed,975.35,0,975.35,6,5852.1,West,Store 3,New
TX-2362,2023-01-13,Electronics,Tablet,931.01,20,744.81,10,7448.1,North,Store 1,Returning
TX-2363,2022-11-17,Beauty,Nailcare,785.63,15,667.79,6,4006.74,South,Store 4,New
TX-2364,2022-06-03,Food,Bread,955.63,20,764.5,4,3058.0,West,Store 5,New
TX-2365,2023-06-25,Electronics,Camera,477.61,0,477.61,9,4298.49,West,Store 3,Loyal
TX-2366,2023-08-13,Home,Lamp,335.4,15,285.09,6,1710.54,South,Store 4,Loyal
TX-2367,2022-04-29,Clothing,Jacket,735.47,10,661.9200000000001,7,4633.44,East,Store 1,Loyal
TX-2368,2023-06-02,Electronics,Tablet,656.8,0,656.8,10,6568.0,South,Store 4,VIP
TX-2369,2023-08-07,Clothing,Shoes,252.49,20,201.99,7,1413.93,South,Store 5,Loyal
TX-2370,2022-10-21,Home,Bed,126.78,10,114.1,7,798.7,West,Store 5,Returning
TX-2371,2023-05-22,Clothing,Jeans,877.64,0,877.64,1,877.64,South,Store 1,VIP
TX-2372,2023-07-22,Food,Bread,135.13,0,135.13,1,135.13,West,Store 1,Returning
TX-2373,2022-05-16,Beauty,Nailcare,919.44,15,781.5200000000001,7,5470.64,East,Store 2,VIP
TX-2374,2023-07-25,Clothing,Dress,127.84,15,108.66,6,651.96,North,Store 1,New
TX-2375,2022-12-30,Food,Cheese,634.52,15,539.3399999999999,7,3775.38,East,Store 4,Returning
TX-2376,2022-07-07,Beauty,Nailcare,92.95,0,92.95,1,92.95,East,Store 4,VIP
TX-2377,2023-03-26,Clothing,Shoes,725.31,5,689.04,5,3445.2,North,Store 2,Loyal
TX-2378,2022-12-16,Electronics,Camera,522.5,5,496.38,9,4467.42,West,Store 3,Loyal
TX-2379,2022-11-23,Clothing,Jeans,51.52,10,46.370000000000005,4,185.48,West,Store 5,Loyal
TX-2380,2023-09-23,Home,Sofa,353.87,5,336.18,3,1008.54,North,Store 3,Loyal
TX-2381,2023-03-26,Clothing,Jeans,295.59,0,295.59,5,1477.95,North,Store 2,Loyal
TX-2382,2022-04-09,Clothing,Shoes,840.4,10,756.36,3,2269.08,North,Store 5,New
TX-2383,2023-07-05,Clothing,T-shirt,493.48,10,444.13,1,444.13,East,Store 2,Loyal
TX-2384,2023-03-13,Food,Fruit,134.92,5,128.17,8,1025.36,East,Store 1,New
TX-2385,2023-03-19,Food,Eggs,96.0,20,76.8,3,230.4,East,Store 1,Loyal
TX-2386,2022-03-22,Clothing,T-shirt,333.84,15,283.76,9,2553.84,East,Store 3,VIP
TX-2387,2023-06-10,Electronics,Tablet,893.35,0,893.35,1,893.35,West,Store 1,Loyal
TX-2388,2023-07-26,Electronics,Laptop,253.45,0,253.45,10,2534.5,West,Store 2,Returning
TX-2389,2023-04-27,Clothing,Jacket,815.73,15,693.37,8,5546.96,East,Store 2,Returning
TX-2390,2022-04-01,Beauty,Makeup,13.17,15,11.19,2,22.38,West,Store 5,Returning
TX-2391,2022-07-02,Electronics,Headphones,691.1,15,587.4300000000001,10,5874.3,West,Store 5,Returning
TX-2392,2022-12-24,Food,Fruit,660.37,15,561.31,3,1683.93,East,Store 2,Loyal
TX-2393,2023-05-12,Food,Cheese,601.86,0,601.86,9,5416.74,West,Store 3,New
TX-2394,2022-04-26,Home,Desk,969.67,0,969.67,6,5818.02,South,Store 4,New
TX-2395,2023-04-21,Home,Sofa,354.1,10,318.69000000000005,7,2230.83,South,Store 4,VIP
TX-2396,2023-02-26,Clothing,T-shirt,298.02,10,268.21999999999997,9,2413.98,South,Store 4,New
TX-2397,2022-11-27,Home,Bed,417.12,0,417.12,8,3336.96,West,Store 4,Loyal
TX-2398,2022-10-02,Food,Milk,346.44,0,346.44,1,346.44,East,Store 4,VIP
TX-2399,2023-08-10,Clothing,Shoes,214.14,15,182.01999999999998,2,364.04,East,Store 2,New
TX-2400,2022-01-22,Food,Bread,782.63,15,665.24,6,3991.44,East,Store 5,New
TX-2401,2022-02-20,Beauty,Makeup,368.48,20,294.78000000000003,4,1179.12,South,Store 5,VIP
TX-2402,2022-08-23,Home,Lamp,911.55,0,911.55,6,5469.3,West,Store 2,Returning
TX-2403,2022-02-06,Electronics,Camera,111.5,0,111.5,7,780.5,West,Store 1,Returning
TX-2404,2022-11-05,Electronics,Smartphone,635.24,20,508.19,4,2032.76,North,Store 3,New
TX-2405,2023-01-22,Food,Milk,820.11,10,738.1,5,3690.5,North,Store 1,New
TX-2406,2023-12-22,Food,Bread,24.59,0,24.59,9,221.31,South,Store 1,VIP
TX-2407,2023-09-13,Home,Bed,430.9,0,430.9,1,430.9,East,Store 3,VIP
TX-2408,2022-04-13,Home,Chair,476.69,5,452.86,5,2264.3,West,Store 1,Returning
TX-2409,2023-07-29,Home,Desk,291.58,5,277.0,9,2493.0,South,Store 4,New
TX-2410,2023-02-08,Home,Chair,717.43,5,681.56,8,5452.48,South,Store 5,New
TX-2411,2022-08-26,Food,Eggs,482.04,20,385.63,2,771.26,East,Store 3,Returning
TX-2412,2023-10-08,Electronics,Laptop,565.28,0,565.28,4,2261.12,West,Store 5,Returning
TX-2413,2022-05-25,Food,Fruit,839.69,0,839.69,9,7557.21,South,Store 1,VIP
TX-2414,2023-02-26,Home,Bed,835.98,20,668.78,1,668.78,East,Store 5,VIP
TX-2415,2022-01-06,Home,Lamp,757.49,0,757.49,8,6059.92,West,Store 3,Returning
TX-2416,2023-04-18,Food,Fruit,559.26,5,531.3,2,1062.6,North,Store 4,New
TX-2417,2022-05-11,Electronics,Smartphone,524.74,20,419.79,2,839.58,South,Store 2,VIP
TX-2418,2022-04-27,Electronics,Headphones,500.23,5,475.22,9,4276.98,West,Store 2,VIP
TX-2419,2022-01-10,Home,Sofa,441.12,10,397.01,5,1985.05,East,Store 5,Loyal
TX-2420,2023-01-16,Beauty,Makeup,150.1,10,135.09,9,1215.81,South,Store 5,Loyal
TX-2421,2023-09-12,Home,Desk,468.25,0,468.25,6,2809.5,South,Store 2,VIP
TX-2422,2022-11-22,Food,Milk,158.85,0,158.85,2,317.7,North,Store 3,Returning
TX-2423,2023-12-12,Electronics,Camera,464.01,10,417.61,2,835.22,North,Store 5,VIP
TX-2424,2022-06-10,Electronics,Tablet,639.98,0,639.98,4,2559.92,East,Store 1,Returning
TX-2425,2022-10-19,Food,Fruit,732.03,0,732.03,6,4392.18,West,Store 3,Returning
TX-2426,2023-08-30,Clothing,T-shirt,733.35,0,733.35,5,3666.75,South,Store 3,New
TX-2427,2023-06-19,Beauty,Haircare,336.86,0,336.86,10,3368.6,East,Store 5,VIP
TX-2428,2022-06-22,Electronics,Smartphone,989.2,5,939.74,2,1879.48,South,Store 2,Returning
TX-2429,2022-01-01,Home,Sofa,896.99,5,852.14,1,852.14,South,Store 5,VIP
TX-2430,2023-11-12,Food,Eggs,309.53,5,294.04999999999995,2,588.1,South,Store 5,VIP
TX-2431,2023-01-30,Food,Eggs,318.64,10,286.78,9,2581.02,East,Store 5,New
TX-2432,2022-08-08,Clothing,Dress,714.23,15,607.1,7,4249.7,West,Store 4,Loyal
TX-2433,2022-05-04,Beauty,Haircare,655.57,20,524.46,3,1573.38,North,Store 3,VIP
TX-2434,2023-11-18,Home,Desk,221.64,0,221.64,9,1994.76,South,Store 4,Loyal
TX-2435,2022-01-11,Clothing,Jacket,367.38,0,367.38,4,1469.52,North,Store 5,Loyal
TX-2436,2022-04-07,Home,Bed,507.77,15,431.59999999999997,1,431.6,East,Store 1,Loyal
TX-2437,2023-05-06,Food,Bread,995.78,20,796.62,5,3983.1,East,Store 1,New
TX-2438,2023-04-28,Beauty,Haircare,495.4,0,495.4,8,3963.2,North,Store 1,Loyal
TX-2439,2023-09-20,Clothing,Jeans,872.2,0,872.2,3,2616.6,North,Store 4,New
TX-2440,2023-03-31,Electronics,Tablet,106.5,0,106.5,9,958.5,East,Store 2,New
TX-2441,2023-11-20,Home,Lamp,906.67,15,770.67,10,7706.7,East,Store 5,New
TX-2442,2023-02-17,Food,Bread,74.31,0,74.31,9,668.79,South,Store 3,New
TX-2443,2023-03-31,Electronics,Tablet,612.44,0,612.44,9,5511.96,West,Store 2,New
TX-2444,2022-10-08,Beauty,Skincare,126.54,0,126.54,8,1012.32,North,Store 5,VIP
TX-2445,2022-04-30,Electronics,Smartphone,732.25,20,585.8,3,1757.4,East,Store 5,New
TX-2446,2022-06-23,Electronics,Smartphone,641.57,20,513.26,8,4106.08,North,Store 2,Loyal
TX-2447,2023-11-29,Clothing,Jeans,317.38,0,317.38,7,2221.66,East,Store 2,Loyal
TX-2448,2023-08-02,Home,Desk,233.7,0,233.7,4,934.8,East,Store 2,Returning
TX-2449,2022-09-23,Food,Eggs,101.49,20,81.19,6,487.14,East,Store 3,VIP
TX-2450,2023-10-09,Clothing,T-shirt,950.17,15,807.64,10,8076.4,West,Store 2,Returning
TX-2451,2023-03-21,Home,Bed,215.37,0,215.37,9,1938.33,East,Store 1,Returning
