id_klienta,liczba_transakcji,pierwsza_transakcja,ostatnia_transakcja,laczna_wartosc,srednia_wartosc_zamowienia,min_wartosc_zamowienia,max_wartosc_zamowienia,miasto,segment,data_rejestracji,dni_miedzy_transakcjami,dni_od_rejestracji_do_pierwszego_zakupu,dni_od_ostatniego_zakupu
K000166,53,2023-01-06,2023-06-27,366442.7035,6914.013273584906,20.688,14402.331,Gdańsk,Premium,2022-04-01 00:21:37.297297297,3.3076923076923075,279,2
K000167,54,2023-01-03,2023-06-29,334397.6585,6192.549231481482,292.04,15469.244999999999,Wrocław,Standard,2022-04-01 13:27:12.432432432,3.339622641509434,276,0
K000168,59,2023-01-03,2023-06-27,343726.666,5825.875694915255,30.06,15668.812,Kraków,Standard,2022-04-02 02:32:47.567567567,3.0172413793103448,275,2
K000169,53,2023-01-05,2023-06-24,310270.13800000004,5854.153547169812,254.31,14640.404999999999,Warszawa,Standard,2022-04-02 15:38:22.702702702,3.269230769230769,277,5
K000170,57,2023-01-01,2023-06-29,324658.805,5695.76850877193,65.44,12768.333999999999,Gdańsk,Standard,2022-04-03 04:43:57.837837837,3.1964285714285716,272,0
K000171,59,2023-01-01,2023-06-28,374426.0555,6346.204330508474,180.39,15891.268,Szczecin,Premium,2022-04-03 17:49:32.972972973,3.0689655172413794,272,1
K000172,50,2023-01-01,2023-06-29,289163.6995,5783.27399,476.01,13714.49,Szczecin,Standard,2022-04-04 06:55:08.108108108,3.6530612244897958,271,0
K000173,47,2023-01-01,2023-06-27,256792.434,5463.668808510639,166.13,14141.35,Kraków,Standard,2022-04-04 20:00:43.243243243,3.847826086956522,271,2
K000174,60,2023-01-01,2023-06-27,351758.6375,5862.643958333333,12.93,13484.9465,Kraków,Standard,2022-04-05 09:06:18.378378378,3.0,270,2
K000175,53,2023-01-03,2023-06-23,326862.9965,6167.226349056604,34.19,12883.675,Gdańsk,VIP,2022-04-05 22:11:53.513513513,3.2884615384615383,272,6
K000176,45,2023-01-15,2023-06-28,254715.206,5660.337911111112,102.57,15879.6535,Wrocław,Premium,2022-04-06 11:17:28.648648648,3.727272727272727,283,1
K000177,49,2023-01-03,2023-06-28,311348.08,6354.042448979592,411.3405,14568.5275,Łódź,Standard,2022-04-07 00:23:03.783783783,3.6666666666666665,270,1
K000178,43,2023-01-11,2023-06-28,245265.98,5703.860000000001,338.7505,15539.987000000001,Szczecin,Standard,2022-04-07 13:28:38.918918919,4.0,278,1
K000179,49,2023-01-02,2023-06-28,282238.35,5759.966326530612,80.5315,15632.3745,Szczecin,Standard,2022-04-08 02:34:14.054054054,3.6875,268,1
K000180,60,2023-01-05,2023-06-29,350460.968,5841.0161333333335,226.3,14089.167500000001,Kraków,Premium,2022-04-08 15:39:49.189189189,2.9661016949152543,271,0
K000181,53,2023-01-08,2023-06-14,306597.493,5784.858358490566,288.66,20535.39,Poznań,Standard,2022-04-09 04:45:24.324324324,3.019230769230769,273,15
K000182,43,2023-01-08,2023-06-28,211725.8135,4923.856127906976,188.84,13241.060000000001,Kraków,Standard,2022-04-09 17:50:59.459459459,4.071428571428571,273,1
K000183,62,2023-01-02,2023-06-28,343889.1885,5546.599814516129,68.38,14282.19,Łódź,Standard,2022-04-10 06:56:34.594594594,2.901639344262295,266,1
K000184,50,2023-01-02,2023-06-26,286136.529,5722.7305799999995,38.79,14112.938,Wrocław,Standard,2022-04-10 20:02:09.729729729,3.5714285714285716,266,3
K000185,58,2023-01-06,2023-06-29,343873.6105,5928.855353448276,102.57,17954.937,Wrocław,Standard,2022-04-11 09:07:44.864864864,3.0526315789473686,269,0
K000186,52,2023-01-02,2023-06-28,310332.8245,5967.938932692307,272.11,14174.9505,Poznań,Premium,2022-04-11 22:13:20.000000000,3.4705882352941178,265,1
K000187,52,2023-01-02,2023-06-29,315832.375,6073.6995192307695,32.056000000000004,14917.903,Szczecin,Standard,2022-04-12 11:18:55.135135135,3.4901960784313726,264,0
K000188,54,2023-01-05,2023-06-29,346639.3105,6419.246490740741,312.6555,14750.665,Kraków,Standard,2022-04-13 00:24:30.270270270,3.30188679245283,266,0
K000189,55,2023-01-04,2023-06-29,386227.4115,7022.316572727273,102.57,15979.689999999999,Wrocław,Standard,2022-04-13 13:30:05.405405405,3.259259259259259,265,0
K000190,39,2023-01-01,2023-06-24,215389.551,5522.809,162.351,13264.967,Łódź,VIP,2022-04-14 02:35:40.540540540,4.578947368421052,261,5
K000191,49,2023-01-06,2023-06-29,297334.55,6068.052040816327,244.89900000000003,12128.76,Gdańsk,Standard,2022-04-14 15:41:15.675675675,3.625,266,0
K000192,53,2023-01-02,2023-06-25,319322.912,6024.960603773585,428.02,11145.4035,Warszawa,Premium,2022-04-15 04:46:50.810810810,3.3461538461538463,261,4
K000193,56,2023-01-01,2023-06-28,326071.0495,5822.6973125,101.538,13972.539999999999,Warszawa,Standard,2022-04-15 17:52:25.945945946,3.2363636363636363,260,1
K000194,40,2023-01-09,2023-06-20,214665.3265,5366.6331625,698.8870000000001,13819.407,Warszawa,Standard,2022-04-16 06:58:01.081081080,4.153846153846154,267,9
K000195,48,2023-01-03,2023-06-26,294169.6425,6128.53421875,183.5495,14515.960000000001,Szczecin,Standard,2022-04-16 20:03:36.216216216,3.702127659574468,261,3
K000196,28,2023-01-09,2023-06-17,149678.623,5345.665107142857,120.26,14638.630000000001,Kraków,Standard,2022-04-17 09:09:11.351351350,5.888888888888889,266,12
K000197,51,2023-01-05,2023-06-29,286901.339,5625.516450980392,367.83,15164.8485,Poznań,Standard,2022-04-17 22:14:46.486486486,3.5,262,0
K000198,36,2023-01-14,2023-06-17,228795.8935,6355.441486111111,96.1775,13808.2835,Wrocław,Premium,2022-04-18 11:20:21.621621622,4.4,270,12
K000199,57,2023-01-05,2023-06-26,364416.0805,6393.264570175438,394.254,14418.673,Gdańsk,Standard,2022-04-19 00:25:56.756756756,3.0714285714285716,260,3
K000200,45,2023-01-02,2023-06-27,265156.1415,5892.358700000001,157.57150000000001,15953.317,Łódź,Standard,2022-04-19 13:31:31.891891892,4.0,257,2
K000201,52,2023-01-04,2023-06-29,305200.7935,5869.246028846154,68.38,14276.3685,Gdańsk,Standard,2022-04-20 02:37:07.027027026,3.450980392156863,258,0
K000202,46,2023-01-04,2023-06-29,267068.97,5805.847173913043,652.1455,15245.238000000001,Łódź,VIP,2022-04-20 15:42:42.162162162,3.911111111111111,258,0
K000203,47,2023-01-03,2023-06-29,289822.75549999997,6166.4416063829785,674.76,15840.556,Szczecin,Premium,2022-04-21 04:48:17.297297296,3.847826086956522,256,0
K000204,59,2023-01-04,2023-06-29,392818.8985,6657.94743220339,283.26,15963.288,Kraków,Standard,2022-04-21 17:53:52.432432432,3.0344827586206895,257,0
K000205,47,2023-01-01,2023-06-24,314422.097,6689.83185106383,456.34,19605.6865,Warszawa,VIP,2022-04-22 06:59:27.567567568,3.782608695652174,253,5
K000206,46,2023-01-01,2023-06-29,334046.423,7261.878760869566,499.1115,17587.48,Kraków,Standard,2022-04-22 20:05:02.702702702,3.977777777777778,253,0
K000207,42,2023-01-02,2023-06-11,294637.2195,7015.171892857143,1022.69,18784.4,Szczecin,Standard,2022-04-23 09:10:37.837837838,3.902439024390244,253,18
K000208,58,2023-01-14,2023-06-25,352266.461,6073.559672413793,413.991,16804.938000000002,Poznań,Premium,2022-04-23 22:16:12.972972972,2.8421052631578947,265,4
K000209,52,2023-01-02,2023-06-24,321583.2345,6184.292971153846,311.899,16358.09,Poznań,Premium,2022-04-24 11:21:48.108108108,3.392156862745098,252,5
K000210,45,2023-01-08,2023-06-29,270793.8005,6017.640011111112,1427.508,13676.83,Szczecin,Standard,2022-04-25 00:27:23.243243242,3.909090909090909,257,0
K000211,51,2023-01-06,2023-06-29,311368.9985,6105.274480392157,742.82,14520.754,Łódź,Standard,2022-04-25 13:32:58.378378378,3.48,255,0
K000212,55,2023-01-01,2023-06-27,365336.9195,6642.489445454546,20.04,14554.594000000001,Wrocław,Standard,2022-04-26 02:38:33.513513514,3.2777777777777777,249,2
K000213,51,2023-01-11,2023-06-27,328375.6645,6438.738519607843,410.706,14705.470000000001,Wrocław,VIP,2022-04-26 15:44:08.648648648,3.34,259,2
K000214,59,2023-01-06,2023-06-24,347381.1155,5887.815516949153,339.45000000000005,15651.597,Łódź,Standard,2022-04-27 04:49:43.783783784,2.913793103448276,253,5
K000215,56,2023-01-01,2023-06-18,383215.77150000003,6843.138776785715,1169.184,20571.9685,Poznań,Standard,2022-04-27 17:55:18.918918918,3.0545454545454547,248,11
K000216,49,2023-01-01,2023-06-15,256341.3595,5231.45631632653,60.13,12716.434000000001,Poznań,Standard,2022-04-28 07:00:54.054054054,3.4375,247,14
K000217,57,2023-01-02,2023-06-18,347693.907,6099.893105263158,254.31,15307.654,Poznań,Standard,2022-04-28 20:06:29.189189188,2.982142857142857,248,11
K000218,55,2023-01-01,2023-06-26,321768.268,5850.332145454545,118.72,13609.0,Kraków,Standard,2022-04-29 09:12:04.324324324,3.259259259259259,246,3
K000219,49,2023-01-03,2023-06-29,283467.7555,5785.056234693878,468.53,14773.404000000002,Poznań,VIP,2022-04-29 22:17:39.459459458,3.6875,248,0
K000220,44,2023-01-01,2023-06-19,280762.647,6380.96925,592.173,14818.177500000002,Gdańsk,Standard,2022-04-30 11:23:14.594594594,3.9302325581395348,245,10
K000221,52,2023-01-01,2023-06-27,322383.483,6199.682365384616,34.911,14756.217,Warszawa,Standard,2022-05-01 00:28:49.729729730,3.4705882352941178,244,2
K000222,64,2023-01-10,2023-06-29,364457.458,5694.64778125,118.72,15047.522,Poznań,Standard,2022-05-01 13:34:24.864864864,2.6984126984126986,253,0
K000223,60,2023-01-04,2023-06-28,342975.031,5716.250516666667,58.896,13039.033000000001,Łódź,Premium,2022-05-02 02:40:00.000000000,2.9661016949152543,246,1
K000224,54,2023-01-03,2023-06-28,342230.844,6337.608222222222,650.908,16356.753,Warszawa,Standard,2022-05-02 15:45:35.135135134,3.3207547169811322,245,1
K000225,61,2023-01-18,2023-06-24,384251.3875,6299.203073770492,481.23,15113.468,Kraków,Standard,2022-05-03 04:51:10.270270270,2.6166666666666667,259,5
K000226,59,2023-01-02,2023-06-19,407169.95900000003,6901.185745762712,94.42,21961.16,Łódź,Premium,2022-05-03 17:56:45.405405404,2.896551724137931,243,10
K000227,47,2023-01-01,2023-06-28,250029.0655,5319.76735106383,193.21,14771.173,Warszawa,Premium,2022-05-04 07:02:20.540540540,3.869565217391304,241,1
K000228,67,2023-01-02,2023-06-29,373371.811,5572.713597014925,120.26,14542.682,Łódź,Premium,2022-05-04 20:07:55.675675676,2.696969696969697,242,0
K000229,53,2023-01-03,2023-06-28,295934.2615,5583.665311320755,216.1635,13593.804,Kraków,VIP,2022-05-05 09:13:30.810810810,3.3846153846153846,242,1
K000230,51,2023-01-03,2023-06-27,262788.9935,5152.725362745097,423.46,15416.0615,Gdańsk,Standard,2022-05-05 22:19:05.945945946,3.5,242,2
K000231,54,2023-01-04,2023-06-29,304784.8085,5644.16312037037,311.67,13127.125,Kraków,Premium,2022-05-06 11:24:41.081081080,3.3207547169811322,242,0
K000232,49,2023-01-06,2023-06-29,269498.862,5499.976775510205,749.648,15073.712,Kraków,Standard,2022-05-07 00:30:16.216216216,3.625,243,0
K000233,48,2023-01-01,2023-06-20,346561.536,7220.032,493.436,16837.487,Łódź,Premium,2022-05-07 13:35:51.351351350,3.617021276595745,238,9
K000234,49,2023-01-03,2023-06-26,251844.9505,5139.692867346939,272.11,12300.024000000001,Szczecin,Premium,2022-05-08 02:41:26.486486486,3.625,239,3
K000235,46,2023-01-02,2023-06-22,274361.15,5964.372826086957,535.91,13087.3625,Wrocław,Premium,2022-05-08 15:47:01.621621622,3.8,238,7
K000236,63,2023-01-03,2023-06-24,381256.99450000003,6051.698325396826,244.89900000000003,14872.909,Poznań,Standard,2022-05-09 04:52:36.756756756,2.774193548387097,238,5
K000237,46,2023-01-03,2023-06-28,222588.193,4838.873760869566,30.771,13104.994,Poznań,Standard,2022-05-09 17:58:11.891891892,3.911111111111111,238,1
K000238,42,2023-01-06,2023-06-26,247456.1935,5891.814130952381,108.189,13968.385,Gdańsk,Standard,2022-05-10 07:03:47.027027026,4.170731707317073,240,3
K000239,41,2023-01-02,2023-06-25,221319.8325,5398.044695121951,467.071,13890.2335,Gdańsk,VIP,2022-05-10 20:09:22.162162162,4.35,236,4
K000240,60,2023-01-05,2023-06-29,328376.4035,5472.940058333334,102.57,13416.851,Poznań,VIP,2022-05-11 09:14:57.297297296,2.9661016949152543,238,0
K000241,43,2023-01-02,2023-06-27,248615.6785,5781.759965116279,499.86,14930.64,Wrocław,Standard,2022-05-11 22:20:32.432432432,4.190476190476191,235,2
K000242,48,2023-01-04,2023-06-20,250573.7685,5220.28684375,419.425,13542.655999999999,Poznań,Standard,2022-05-12 11:26:07.567567568,3.5531914893617023,236,9
K000243,48,2023-01-01,2023-06-25,284152.488,5919.8435,124.117,17385.25,Szczecin,Standard,2022-05-13 00:31:42.702702702,3.723404255319149,232,4
K000244,56,2023-01-02,2023-06-25,307082.4025,5483.614330357143,811.98,14259.044,Wrocław,Premium,2022-05-13 13:37:17.837837838,3.1636363636363636,233,4
K000245,53,2023-01-09,2023-06-28,325113.4055,6134.215198113207,342.97,17271.06,Gdańsk,Premium,2022-05-14 02:42:52.972972972,3.269230769230769,239,1
K000246,49,2023-01-03,2023-06-29,287951.302,5876.55718367347,183.5495,21082.3205,Warszawa,Standard,2022-05-14 15:48:28.108108108,3.6875,233,0
K000247,59,2023-01-02,2023-06-28,335500.2,5686.44406779661,264.45,13969.663999999999,Łódź,Standard,2022-05-15 04:54:03.243243242,3.0517241379310347,231,1
K000248,52,2023-01-03,2023-06-23,295284.554,5678.549115384615,582.39,14902.217,Szczecin,Premium,2022-05-15 17:59:38.378378378,3.3529411764705883,232,6
K000249,39,2023-01-02,2023-06-25,243710.7205,6248.992833333333,230.92800000000005,16554.4975,Szczecin,Premium,2022-05-16 07:05:13.513513512,4.578947368421052,230,4
K000250,51,2023-01-01,2023-06-29,320472.1295,6283.767245098039,83.43599999999999,16476.728,Gdańsk,Standard,2022-05-16 20:10:48.648648648,3.58,229,0
K000251,48,2023-01-02,2023-06-28,276779.078,5766.230791666666,520.9055000000001,15142.98,Gdańsk,Standard,2022-05-17 09:16:23.783783784,3.765957446808511,229,1
K000252,34,2023-01-01,2023-06-15,165797.7795,4876.405279411765,211.73,15879.02,Kraków,Standard,2022-05-17 22:21:58.918918918,5.0,228,14
K000253,45,2023-01-01,2023-06-29,307628.618,6836.191511111111,498.39,16660.0545,Szczecin,Standard,2022-05-18 11:27:34.054054054,4.068181818181818,227,0
K000254,49,2023-01-05,2023-06-29,287578.8065,5868.955234693878,30.06,16529.3825,Kraków,Standard,2022-05-19 00:33:09.189189188,3.6458333333333335,230,0
K000255,44,2023-01-01,2023-06-17,261666.0045,5946.954647727273,542.13,12761.863000000001,Kraków,Standard,2022-05-19 13:38:44.324324324,3.883720930232558,226,12
K000256,58,2023-01-03,2023-06-20,330743.8175,5702.479612068965,80.14,21235.22,Łódź,Premium,2022-05-20 02:44:19.459459458,2.9473684210526314,227,9
K000257,50,2023-01-03,2023-06-26,296566.86,5931.3372,98.16,13190.442,Kraków,Standard,2022-05-20 15:49:54.594594594,3.5510204081632653,227,3
K000258,64,2023-01-04,2023-06-26,388187.622,6065.43159375,601.61,17951.775,Wrocław,Premium,2022-05-21 04:55:29.729729730,2.746031746031746,227,3
K000259,46,2023-01-07,2023-06-26,290634.8835,6318.149641304348,80.14,14274.092,Poznań,Standard,2022-05-21 18:01:04.864864864,3.7777777777777777,230,3
K000260,53,2023-01-01,2023-06-28,331143.774,6247.9957358490565,180.39,14501.763,Warszawa,Standard,2022-05-22 07:06:40.000000000,3.423076923076923,223,1
K000261,57,2023-01-01,2023-06-27,341646.418,5993.796807017544,60.13,17574.1005,Gdańsk,Standard,2022-05-22 20:12:15.135135134,3.1607142857142856,223,2
K000262,40,2023-01-01,2023-06-27,212166.128,5304.1532,441.5,12835.151,Wrocław,Standard,2022-05-23 09:17:50.270270270,4.538461538461538,222,2
K000263,50,2023-01-01,2023-06-28,313811.0655,6276.221310000001,32.72,16954.4225,Warszawa,Premium,2022-05-23 22:23:25.405405404,3.63265306122449,222,1
K000264,56,2023-01-03,2023-06-28,355531.882,6348.783607142856,264.45,16168.273,Szczecin,VIP,2022-05-24 11:29:00.540540540,3.2,223,1
K000265,57,2023-01-01,2023-06-29,368672.537,6467.939245614035,80.257,18612.472999999998,Szczecin,Standard,2022-05-25 00:34:35.675675676,3.1964285714285716,220,0
K000266,48,2023-01-02,2023-06-29,260023.075,5417.147395833334,120.21,14010.454000000002,Szczecin,Standard,2022-05-25 13:40:10.810810810,3.7872340425531914,221,0
K000267,55,2023-01-02,2023-06-29,350919.5805,6380.356009090909,131.418,14027.819000000001,Wrocław,Premium,2022-05-26 02:45:45.945945946,3.2962962962962963,220,0
K000268,45,2023-01-06,2023-06-23,300414.5945,6675.879877777778,838.97,15317.78,Wrocław,Standard,2022-05-26 15:51:21.081081080,3.8181818181818183,224,6
K000269,52,2023-01-19,2023-06-28,290593.4035,5588.334682692308,220.75,13217.210000000001,Gdańsk,Standard,2022-05-27 04:56:56.216216216,3.1372549019607843,236,1
K000270,54,2023-01-04,2023-06-29,399570.8665,7399.460490740741,398.53,14421.277,Poznań,Premium,2022-05-27 18:02:31.351351350,3.3207547169811322,221,0
K000271,40,2023-01-05,2023-06-27,229862.519,5746.562975,463.70400000000006,14321.366,Kraków,Standard,2022-05-28 07:08:06.486486486,4.435897435897436,221,2
K000272,50,2023-01-03,2023-06-21,252338.5795,5046.77159,180.39,11071.881000000001,Szczecin,Standard,2022-05-28 20:13:41.621621620,3.4489795918367347,219,8
K000273,50,2023-01-04,2023-06-29,273368.728,5467.37456,169.54,13425.21,Łódź,Standard,2022-05-29 09:19:16.756756756,3.5918367346938775,219,0
K000274,42,2023-01-03,2023-06-27,241824.805,5757.733452380952,538.0,14946.937,Poznań,Premium,2022-05-29 22:24:51.891891892,4.2682926829268295,218,2
K000275,58,2023-01-02,2023-06-24,366058.5535,6311.354370689654,744.87,14917.407,Łódź,Standard,2022-05-30 11:30:27.027027026,3.0350877192982457,216,5
K000276,55,2023-01-03,2023-06-29,333604.283,6065.532418181818,102.57,16729.86,Gdańsk,Standard,2022-05-31 00:36:02.162162162,3.2777777777777777,216,0
K000277,59,2023-01-01,2023-06-29,399572.99,6772.423559322034,428.02,16534.628,Gdańsk,Premium,2022-05-31 13:41:37.297297296,3.086206896551724,214,0
K000278,62,2023-01-01,2023-06-28,421108.4065,6792.071072580645,54.704,18174.9605,Gdańsk,Standard,2022-06-01 02:47:12.432432432,2.918032786885246,213,1
K000279,53,2023-01-01,2023-06-18,321349.5225,6063.19853773585,468.53,15455.93,Warszawa,Premium,2022-06-01 15:52:47.567567566,3.230769230769231,213,11
K000280,46,2023-01-04,2023-06-24,297539.7165,6468.254706521739,610.642,14591.014000000001,Łódź,Standard,2022-06-02 04:58:22.702702702,3.8,215,5
K000281,48,2023-01-01,2023-06-27,321869.36950000003,6705.611864583334,552.9474999999999,17660.742,Poznań,VIP,2022-06-02 18:03:57.837837838,3.765957446808511,212,2
K000282,39,2023-01-01,2023-06-28,204209.0885,5236.130474358974,997.55,12754.24,Poznań,Standard,2022-06-03 07:09:32.972972972,4.684210526315789,211,1
K000283,45,2023-01-04,2023-06-29,299887.5545,6664.167877777779,203.076,15709.66,Wrocław,Standard,2022-06-03 20:15:08.108108108,4.0,214,0
K000284,57,2023-01-05,2023-06-29,359703.8515,6310.593885964912,19.038,15588.1335,Wrocław,Standard,2022-06-04 09:20:43.243243242,3.125,214,0
K000285,51,2023-01-01,2023-06-29,252034.98,4941.862352941177,30.771,10139.321,Szczecin,Standard,2022-06-04 22:26:18.378378378,3.58,210,0
K000286,51,2023-01-12,2023-06-24,298900.2245,5860.788715686274,120.26,16759.478,Wrocław,Premium,2022-06-05 11:31:53.513513512,3.26,220,5
K000287,47,2023-01-02,2023-06-21,292110.386,6215.114595744681,398.53,14413.265500000001,Gdańsk,VIP,2022-06-06 00:37:28.648648648,3.6956521739130435,209,8
K000288,49,2023-01-01,2023-06-21,307258.74,6270.586530612245,34.19,17698.178,Poznań,Standard,2022-06-06 13:43:03.783783784,3.5625,208,8
K000289,62,2023-01-06,2023-06-28,340579.127,5493.211725806451,214.01,15027.3475,Łódź,Standard,2022-06-07 02:48:38.918918918,2.8360655737704916,212,1
K000290,45,2023-01-06,2023-06-18,223842.02300000002,4974.267177777778,477.6,13512.4,Gdańsk,Premium,2022-06-07 15:54:14.054054054,3.7045454545454546,212,11
K000291,45,2023-01-01,2023-06-28,262461.0375,5832.4675,317.718,16468.3,Warszawa,Premium,2022-06-08 04:59:49.189189188,4.045454545454546,206,1
K000292,51,2023-01-03,2023-06-24,345014.27999999997,6764.98588235294,245.22,16828.073,Wrocław,Standard,2022-06-08 18:05:24.324324324,3.44,208,5
K000293,52,2023-01-04,2023-06-28,365605.0695,7030.866721153846,220.75,13783.353500000001,Gdańsk,Standard,2022-06-09 07:10:59.459459458,3.4313725490196076,208,1
K000294,55,2023-01-01,2023-06-29,327348.2915,5951.787118181818,283.26,13542.2755,Gdańsk,Standard,2022-06-09 20:16:34.594594594,3.314814814814815,205,0
K000295,43,2023-01-01,2023-06-11,295429.077,6870.44365116279,541.4490000000001,16205.461000000001,Warszawa,Standard,2022-06-10 09:22:09.729729730,3.8333333333333335,204,18
K000296,50,2023-01-01,2023-06-28,274464.81200000003,5489.296240000001,338.46,14100.842,Kraków,Standard,2022-06-10 22:27:44.864864864,3.63265306122449,204,1
K000297,49,2023-01-03,2023-06-27,281493.8255,5744.771948979592,587.19,15010.386,Poznań,Standard,2022-06-11 11:33:20.000000000,3.6458333333333335,205,2
K000298,53,2023-01-03,2023-06-26,294740.0155,5561.132367924528,34.19,13832.965,Łódź,Standard,2022-06-12 00:38:55.135135134,3.3461538461538463,204,3
K000299,43,2023-01-03,2023-06-26,223226.6985,5191.318569767442,78.528,15365.972,Szczecin,Premium,2022-06-12 13:44:30.270270270,4.142857142857143,204,3
K000300,53,2023-01-01,2023-06-29,336689.3735,6352.629688679245,26.176,15890.5715,Kraków,Standard,2022-06-13 02:50:05.405405404,3.4423076923076925,201,0
K000301,61,2023-01-03,2023-06-27,342655.6875,5617.306352459016,60.13,14732.308,Wrocław,Standard,2022-06-13 15:55:40.540540540,2.9166666666666665,203,2
K000302,46,2023-01-02,2023-06-28,314390.06200000003,6834.566565217392,332.26,16229.01,Gdańsk,Standard,2022-06-14 05:01:15.675675674,3.933333333333333,201,1
K000303,55,2023-01-01,2023-06-28,318649.9785,5793.635972727273,710.7615,12473.822,Warszawa,Standard,2022-06-14 18:06:50.810810810,3.2962962962962963,200,1
K000304,60,2023-01-07,2023-06-29,339915.52150000003,5665.258691666667,235.47,15679.141,Warszawa,Standard,2022-06-15 07:12:25.945945946,2.9322033898305087,205,0
K000305,50,2023-01-04,2023-06-29,284340.1215,5686.80243,509.28,13403.92,Poznań,Standard,2022-06-15 20:18:01.081081080,3.5918367346938775,202,0
K000306,46,2023-01-06,2023-06-28,260208.1945,5656.699880434783,506.1790000000001,15449.560000000001,Kraków,Standard,2022-06-16 09:23:36.216216216,3.8444444444444446,203,1
K000307,55,2023-01-01,2023-06-29,329328.5235,5987.791336363636,225.64,14991.6405,Szczecin,Standard,2022-06-16 22:29:11.351351350,3.314814814814815,198,0
K000308,55,2023-01-05,2023-06-26,315398.8175,5734.523954545454,169.54,14229.259999999998,Poznań,Standard,2022-06-17 11:34:46.486486486,3.185185185185185,201,3
K000309,43,2023-01-10,2023-06-15,249748.3725,5808.1016860465115,869.72,13561.896,Gdańsk,Standard,2022-06-18 00:40:21.621621620,3.7142857142857144,205,14
K000310,51,2023-01-05,2023-06-28,337309.5175,6613.912107843137,604.431,15066.894499999999,Poznań,Premium,2022-06-18 13:45:56.756756756,3.48,200,1
K000311,42,2023-01-05,2023-06-27,262574.6885,6251.778297619047,62.16799999999999,12271.373,Łódź,Standard,2022-06-19 02:51:31.891891892,4.219512195121951,199,2
K000312,45,2023-01-13,2023-06-22,302116.297,6713.6954888888895,120.21,17501.75,Warszawa,Premium,2022-06-19 15:57:07.027027026,3.6363636363636362,207,7
K000313,54,2023-01-12,2023-06-27,374262.3435,6930.784138888889,84.77,18105.687,Warszawa,Standard,2022-06-20 05:02:42.162162162,3.1320754716981134,205,2
K000314,43,2023-01-08,2023-06-24,254166.107,5910.839697674418,489.57,16697.19,Wrocław,Standard,2022-06-20 18:08:17.297297296,3.9761904761904763,201,5
K000315,70,2023-01-01,2023-06-26,438035.9755,6257.656792857143,113.15,14861.880000000001,Wrocław,Standard,2022-06-21 07:13:52.432432432,2.550724637681159,193,3
K000316,40,2023-01-01,2023-06-28,247468.095,6186.702375,539.146,14492.7505,Szczecin,Standard,2022-06-21 20:19:27.567567566,4.564102564102564,193,1
K000317,57,2023-01-01,2023-06-28,363318.3835,6374.006728070175,120.21,15530.128999999999,Gdańsk,Premium,2022-06-22 09:25:02.702702702,3.1785714285714284,192,1
K000318,53,2023-01-01,2023-06-26,293818.7345,5543.74970754717,292.04,13457.353000000001,Łódź,Premium,2022-06-22 22:30:37.837837838,3.3846153846153846,192,3
K000319,46,2023-01-03,2023-06-22,274692.47000000003,5971.57543478261,245.22,15940.813,Kraków,Premium,2022-06-23 11:36:12.972972972,3.7777777777777777,193,7
K000320,49,2023-01-02,2023-06-29,267393.729,5457.014877551021,20.04,17782.620499999997,Poznań,Standard,2022-06-24 00:41:48.108108108,3.7083333333333335,191,0
K000321,56,2023-01-02,2023-06-25,333538.7025,5956.048258928572,287.0,18154.010000000002,Szczecin,Standard,2022-06-24 13:47:23.243243242,3.1636363636363636,191,4
K000322,47,2023-01-03,2023-06-23,273904.43200000003,5827.753872340426,890.2069999999999,15524.295999999998,Gdańsk,Standard,2022-06-25 02:52:58.378378378,3.717391304347826,191,6
K000323,51,2023-01-01,2023-06-26,274288.703,5378.209862745098,32.72,13600.941499999999,Wrocław,Standard,2022-06-25 15:58:33.513513512,3.52,189,3
K000324,46,2023-01-04,2023-06-13,253767.927,5516.694065217392,78.528,16633.3415,Poznań,Standard,2022-06-26 05:04:08.648648648,3.5555555555555554,191,16
K000325,48,2023-01-01,2023-06-25,272471.829,5676.496437500001,25.86,12350.321,Wrocław,Standard,2022-06-26 18:09:43.783783784,3.723404255319149,188,4
K000326,49,2023-01-02,2023-06-22,271662.0695,5544.123867346939,367.83,18208.5365,Poznań,Standard,2022-06-27 07:15:18.918918918,3.5625,188,7
K000327,51,2023-01-02,2023-06-24,319748.91,6269.586470588235,378.6035,16728.96,Kraków,Standard,2022-06-27 20:20:54.054054054,3.46,188,5
K000328,47,2023-01-02,2023-06-25,278699.007,5929.766106382978,211.73,13999.5285,Gdańsk,Premium,2022-06-28 09:26:29.189189188,3.782608695652174,187,4
K000329,51,2023-01-05,2023-06-28,270910.855,5311.977549019607,34.19,13034.3215,Poznań,VIP,2022-06-28 22:32:04.324324324,3.48,190,1
K000330,71,2023-01-05,2023-06-28,382465.589,5386.8392816901405,193.21,14144.655999999999,Łódź,VIP,2022-06-29 11:37:39.459459458,2.4857142857142858,189,1
K000331,58,2023-01-03,2023-06-27,296424.2485,5110.762905172413,318.11,12883.127,Szczecin,Standard,2022-06-30 00:43:14.594594594,3.0701754385964914,186,2
K000332,58,2023-01-03,2023-06-27,364344.736,6281.805793103448,822.22,17100.538,Warszawa,Standard,2022-06-30 13:48:49.729729728,3.0701754385964914,186,2
